Instrument,800N8573
Date,2023/02/23
Time,12:49:54
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),41.74s
Detector Temperature,-27.0°C
Ambient Temperature,51.44°C')
Phase Count,3
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
eV Channel Start,-0.18677371740341187,-0.22468970715999603,0.10360568016767502
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
15047.18155246973,86,14,17
15067.164777338505,83,9,10
15087.14800220728,78,9,12
15107.131227076054,88,10,15
15127.114451944828,78,9,18
15147.097676813602,85,16,11
15167.080901682377,92,6,19
15187.064126551151,85,11,11
15207.047351419926,90,15,15
15227.0305762887,76,13,12
15247.013801157475,77,10,15
15266.997026026249,85,9,15
15286.980250895023,88,11,15
15306.963475763798,98,16,11
15326.946700632572,79,12,9
15346.929925501347,86,10,17
15366.913150370121,80,14,13
15386.896375238895,76,11,13
15406.87960010767,108,15,14
15426.862824976444,101,9,6
15446.846049845219,85,11,22
15466.829274713993,96,12,7
15486.812499582767,92,14,13
15506.795724451542,90,15,11
15526.778949320316,97,18,10
15546.76217418909,87,11,20
15566.745399057865,99,17,13
15586.72862392664,90,13,11
15606.711848795414,112,13,15
15626.695073664188,100,21,9
15646.678298532963,98,13,11
15666.661523401737,100,19,11
15686.644748270512,90,23,11
15706.627973139286,100,18,11
15726.61119800806,90,12,14
15746.594422876835,90,18,14
15766.57764774561,113,15,11
15786.560872614384,88,16,11
15806.544097483158,89,16,12
15826.527322351933,102,20,13
15846.510547220707,106,17,16
15866.493772089481,110,17,8
15886.476996958256,80,21,18
15906.46022182703,86,25,6
15926.443446695805,88,15,12
15946.426671564579,109,19,11
15966.409896433353,94,18,12
15986.393121302128,98,20,12
16006.376346170902,100,22,8
16026.359571039677,82,19,9
16046.342795908451,75,6,6
16066.326020777225,103,10,7
16086.309245646,82,16,10
16106.292470514774,90,20,15
16126.275695383549,93,26,9
16146.258920252323,105,26,18
16166.242145121098,119,15,26
16186.225369989872,115,16,11
16206.208594858646,102,14,14
16226.19181972742,90,24,18
16246.175044596195,102,20,23
16266.15826946497,95,19,27
16286.141494333744,104,14,24
16306.124719202518,86,14,21
16326.107944071293,116,18,17
16346.091168940067,109,21,26
16366.074393808842,97,24,23
16386.057618677616,119,19,9
16406.04084354639,111,26,18
16426.024068415165,110,30,8
16446.00729328394,110,32,10
16465.990518152714,102,31,10
16485.97374302149,121,30,5
16505.956967890263,129,23,11
16525.940192759037,107,40,9
16545.92341762781,136,37,12
16565.906642496586,111,31,10
16585.88986736536,127,35,15
16605.873092234135,121,36,8
16625.85631710291,143,31,7
16645.839541971684,117,30,5
16665.822766840458,135,31,14
16685.805991709232,123,44,12
16705.789216578007,126,34,13
16725.77244144678,138,27,13
16745.755666315556,114,33,16
16765.73889118433,135,35,15
16785.722116053104,111,36,15
16805.70534092188,111,32,16
16825.688565790653,121,30,19
16845.671790659428,123,35,12
16865.655015528202,127,23,7
16885.638240396976,104,31,15
16905.62146526575,125,42,11
16925.604690134525,95,42,16
16945.5879150033,139,46,6
16965.571139872074,130,38,6
16985.55436474085,144,44,11
17005.537589609623,126,50,9
17025.520814478397,113,33,7
17045.50403934717,128,33,12
17065.487264215946,159,43,12
17085.47048908472,132,49,11
17105.453713953495,159,62,16
17125.43693882227,208,105,27
17145.420163691044,262,134,33
17165.40338855982,335,171,36
17185.386613428593,449,285,53
17205.369838297367,713,425,50
17225.35306316614,980,610,70
17245.336288034916,1335,932,51
17265.31951290369,1901,1355,65
17285.302737772465,2522,1779,58
17305.28596264124,3239,2441,55
17325.269187510014,4032,3116,65
17345.252412378788,4987,3804,35
17365.235637247562,5782,4685,44
17385.218862116337,6660,5450,30
17405.20208698511,7511,6023,30
17425.185311853886,8126,6503,20
17445.16853672266,8370,6825,19
17465.151761591434,8522,6951,10
17485.13498646021,8199,6856,8
17505.118211328983,7649,6415,13
17525.101436197758,6933,5769,8
17545.084661066532,5993,5182,7
17565.067885935307,4906,4209,8
17585.05111080408,3995,3467,11
17605.034335672855,3173,2674,15
17625.01756054163,2262,1994,12
17645.000785410404,1662,1387,13
17664.98401027918,1193,946,14
17684.967235147953,798,607,19
17704.950460016727,536,382,21
17724.933684885502,396,255,18
17744.916909754276,271,168,30
17764.90013462305,227,114,20
17784.883359491825,184,80,32
17804.8665843606,141,62,30
17824.849809229374,147,36,34
17844.83303409815,141,29,21
17864.816258966923,144,38,26
17884.799483835697,133,36,17
17904.78270870447,127,32,29
17924.765933573246,152,45,21
17944.74915844202,123,18,20
17964.732383310795,121,34,15
17984.71560817957,119,32,17
18004.698833048344,120,19,24
18024.682057917118,131,24,9
18044.665282785892,111,25,15
18064.648507654667,98,47,21
18084.63173252344,114,27,29
18104.614957392216,112,35,34
18124.59818226099,137,27,36
18144.581407129765,121,22,39
18164.56463199854,124,25,69
18184.547856867313,121,38,65
18204.531081736088,131,24,79
18224.514306604862,125,31,83
18244.497531473637,137,26,83
18264.48075634241,131,29,85
18284.463981211185,123,38,93
18304.44720607996,131,29,78
18324.430430948734,102,34,69
18344.41365581751,142,26,57
18364.396880686283,147,33,57
18384.380105555058,123,41,36
18404.363330423832,132,21,33
18424.346555292606,135,20,28
18444.32978016138,132,36,25
18464.313005030155,144,25,15
18484.29622989893,135,40,12
18504.279454767704,131,34,8
18524.26267963648,131,36,10
18544.245904505253,144,31,7
18564.229129374027,147,29,11
18584.2123542428,129,35,6
18604.195579111576,138,28,6
18624.17880398035,129,37,15
18644.162028849125,128,41,11
18664.1452537179,139,37,15
18684.128478586674,155,38,14
18704.111703455448,152,36,14
18724.094928324223,151,45,21
18744.078153192997,141,40,20
18764.06137806177,130,51,23
18784.044602930546,155,37,30
18804.02782779932,178,32,28
18824.011052668095,150,40,34
18843.99427753687,160,43,32
18863.977502405643,159,59,36
18883.960727274418,162,46,42
18903.943952143192,153,42,29
18923.927177011967,180,48,26
18943.91040188074,147,41,32
18963.893626749516,160,48,31
18983.87685161829,156,47,28
19003.860076487064,157,48,25
19023.84330135584,144,58,20
19043.826526224613,172,53,21
19063.809751093388,158,64,16
19083.792975962162,162,46,19
19103.776200830936,163,64,20
19123.75942569971,152,53,20
19143.742650568485,167,49,21
19163.72587543726,186,54,31
19183.709100306034,173,53,35
19203.69232517481,195,65,33
19223.675550043583,158,67,38
19243.658774912357,166,61,39
19263.64199978113,153,70,43
19283.625224649906,179,73,42
19303.60844951868,187,64,44
19323.591674387455,186,66,47
19343.57489925623,205,82,34
19363.558124125004,226,99,23
19383.54134899378,271,136,23
19403.524573862553,287,164,21
19423.507798731327,374,224,21
19443.4910236001,477,289,9
19463.474248468876,630,395,14
19483.45747333765,760,466,9
19503.440698206425,906,680,10
19523.4239230752,1079,756,7
19543.407147943974,1276,925,10
19563.390372812748,1356,1081,9
19583.373597681522,1565,1180,11
19603.356822550297,1565,1225,6
19623.34004741907,1521,1308,2
19643.323272287846,1466,1229,6
19663.30649715662,1331,1164,8
19683.289722025394,1261,985,7
19703.27294689417,1035,879,9
19723.256171762943,911,807,5
19743.239396631718,730,612,5
19763.222621500492,596,448,4
19783.205846369267,454,340,10
19803.18907123804,432,275,11
19823.172296106815,356,259,22
19843.15552097559,319,224,16
19863.138745844364,337,214,20
19883.12197071314,343,190,18
19903.105195581913,350,235,21
19923.088420450687,410,263,20
19943.071645319462,452,253,12
19963.054870188236,477,265,17
19983.03809505701,449,262,15
20003.021319925785,471,267,21
20023.00454479456,451,270,8
20042.987769663334,478,297,10
20062.97099453211,457,255,10
20082.954219400883,432,208,9
20102.937444269657,447,217,9
20122.92066913843,461,215,5
20142.903894007206,450,203,6
20162.88711887598,433,173,4
20182.870343744755,394,192,4
20202.85356861353,401,185,5
20222.836793482304,439,185,7
20242.820018351078,376,166,11
20262.803243219852,375,150,5
20282.786468088627,350,138,6
20302.7696929574,285,132,6
20322.752917826176,235,98,7
20342.73614269495,217,95,6
20362.719367563725,188,70,5
20382.7025924325,160,51,4
20402.685817301273,153,49,7
20422.669042170048,125,48,4
20442.652267038822,118,45,10
20462.635491907597,104,28,7
20482.61871677637,108,29,9
20502.601941645145,110,26,4
20522.58516651392,100,32,3
20542.568391382694,117,30,2
20562.55161625147,84,29,2
20582.534841120243,93,27,3
20602.518065989017,91,27,1
20622.501290857792,106,25,2
20642.484515726566,91,25,4
20662.46774059534,101,32,4
20682.450965464115,103,24,4
20702.43419033289,100,24,2
20722.417415201664,83,28,1
20742.40064007044,96,30,2
20762.383864939213,98,25,1
20782.367089807987,95,35,3
20802.35031467676,101,42,1
20822.333539545536,119,21,3
20842.31676441431,105,35,1
20862.299989283085,103,23,5
20882.28321415186,112,20,3
20902.266439020634,99,37,1
20922.249663889408,94,33,4
20942.232888758183,106,27,2
20962.216113626957,95,32,6
20982.19933849573,99,28,2
21002.182563364506,115,36,5
21022.16578823328,95,28,2
21042.149013102055,104,22,1
21062.13223797083,89,32,0
21082.115462839603,105,29,2
21102.098687708378,90,38,2
21122.081912577152,95,35,1
21142.065137445927,102,32,1
21162.0483623147,103,36,1
21182.031587183475,97,48,1
21202.01481205225,109,45,0
21221.998036921024,89,36,0
21241.9812617898,97,47,0
21261.964486658573,109,24,1
21281.947711527348,99,47,0
21301.930936396122,112,32,0
21321.914161264896,98,37,0
21341.89738613367,107,42,0
21361.880611002445,108,33,1
21381.86383587122,89,34,0
21401.847060739994,93,47,1
21421.83028560877,91,40,1
21441.813510477543,99,36,0
21461.796735346317,96,29,1
21481.77996021509,112,45,0
21501.763185083866,141,28,0
21521.74640995264,91,29,1
21541.729634821415,89,30,2
21561.71285969019,98,34,0
21581.696084558964,95,32,0
21601.67930942774,91,37,2
21621.662534296513,85,43,1
21641.645759165287,108,39,1
21661.62898403406,86,24,2
21681.612208902836,103,32,2
21701.59543377161,88,38,3
21721.578658640385,119,29,2
21741.56188350916,106,35,1
21761.545108377934,98,54,0
21781.528333246708,101,35,0
21801.511558115482,85,38,1
21821.494782984257,98,35,2
21841.47800785303,80,48,2
21861.461232721806,84,35,2
21881.44445759058,113,35,1
21901.427682459354,102,35,2
21921.41090732813,95,35,0
21941.394132196903,85,35,0
21961.377357065678,84,34,1
21981.360581934452,78,29,0
22001.343806803226,109,29,2
22021.327031672,111,50,0
22041.310256540775,92,36,0
22061.29348140955,78,42,0
22081.276706278324,103,44,1
22101.2599311471,98,44,1
22121.243156015873,91,43,1
22141.226380884647,104,38,0
22161.20960575342,96,31,1
22181.192830622196,127,34,1
22201.17605549097,100,43,0
22221.159280359745,97,40,2
22241.14250522852,89,44,1
22261.125730097294,85,46,1
22281.10895496607,103,24,0
22301.092179834843,99,52,0
22321.075404703617,93,45,0
22341.05862957239,99,38,1
22361.041854441166,94,40,2
22381.02507930994,92,50,1
22401.008304178715,104,46,1
22420.99152904749,71,40,0
22440.974753916264,112,47,1
22460.957978785038,98,53,1
22480.941203653812,112,53,0
22500.924428522587,97,63,1
22520.90765339136,100,68,1
22540.890878260136,110,56,0
22560.87410312891,118,70,0
22580.857327997684,129,61,0
22600.84055286646,143,57,1
22620.823777735233,133,77,2
22640.807002604008,156,57,3
22660.790227472782,153,72,0
22680.773452341557,151,94,0
22700.75667721033,175,86,2
22720.739902079105,195,100,1
22740.72312694788,194,102,1
22760.706351816654,193,80,3
22780.68957668543,225,106,0
22800.672801554203,226,72,1
22820.656026422977,216,98,1
22840.639251291752,211,85,0
22860.622476160526,207,89,1
22880.6057010293,204,74,0
22900.588925898075,188,61,0
22920.57215076685,183,68,0
22940.555375635624,176,63,1
22960.5386005044,153,56,0
22980.521825373173,180,48,0
23000.505050241947,152,48,1
23020.48827511072,133,56,1
23040.471499979496,142,52,0
23060.45472484827,106,50,1
23080.437949717045,99,54,1
23100.42117458582,119,39,0
23120.404399454594,99,36,0
23140.387624323368,93,48,0
23160.370849192142,82,47,0
23180.354074060917,113,40,0
23200.33729892969,104,40,1
23220.320523798466,99,65,3
23240.30374866724,81,46,0
23260.286973536015,101,41,0
23280.27019840479,109,34,0
23300.253423273563,111,44,1
23320.236648142338,116,48,2
23340.219873011112,94,44,1
23360.203097879887,100,54,0
23380.18632274866,114,38,0
23400.169547617435,93,47,2
23420.15277248621,96,38,1
23440.135997354984,108,49,0
23460.11922222376,82,40,1
23480.102447092533,113,45,0
23500.085671961308,103,45,0
23520.068896830082,94,46,1
23540.052121698856,88,42,1
23560.03534656763,87,37,0
23580.018571436405,81,41,0
23600.00179630518,84,41,0
23619.985021173954,103,56,2
23639.96824604273,95,44,1
23659.951470911503,114,52,2
23679.934695780277,148,58,2
23699.91792064905,160,56,4
23719.901145517826,166,38,0
23739.8843703866,187,58,2
23759.867595255375,210,80,1
23779.85082012415,229,79,1
23799.834044992924,239,74,0
23819.817269861698,267,80,1
23839.800494730473,266,78,0
23859.783719599247,242,99,0
23879.76694446802,252,85,0
23899.750169336796,266,104,0
23919.73339420557,286,112,0
23939.716619074345,223,132,0
23959.69984394312,250,120,0
23979.683068811893,226,131,0
23999.666293680668,174,149,0
24019.649518549442,191,155,0
24039.632743418217,135,151,0
24059.61596828699,122,172,1
24079.599193155766,120,146,0
24099.58241802454,88,165,0
24119.565642893314,100,207,0
24139.54886776209,86,171,0
24159.532092630863,96,168,1
24179.515317499638,86,183,0
24199.498542368412,66,191,1
24219.481767237186,76,189,2
24239.46499210596,92,208,2
24259.448216974735,66,178,1
24279.43144184351,78,197,0
24299.414666712284,71,152,0
24319.39789158106,84,136,0
24339.381116449833,79,122,0
24359.364341318607,78,114,2
24379.34756618738,90,103,2
24399.330791056156,86,89,0
24419.31401592493,95,64,1
24439.297240793705,84,47,0
24459.28046566248,103,64,0
24479.263690531254,101,52,0
24499.24691540003,82,48,1
24519.230140268803,90,59,1
24539.213365137577,104,64,2
24559.19659000635,94,42,1
24579.179814875126,92,50,0
24599.1630397439,108,36,2
24619.146264612675,94,40,0
24639.12948948145,91,43,2
24659.112714350224,73,43,3
24679.095939218998,97,32,1
24699.079164087772,62,53,1
24719.062388956547,72,35,2
24739.04561382532,67,35,0
24759.028838694096,77,51,0
24779.01206356287,74,46,1
24798.995288431644,80,32,1
24818.97851330042,75,52,0
24838.961738169193,81,40,1
24858.944963037968,70,52,2
24878.928187906742,78,59,2
24898.911412775517,83,41,0
24918.89463764429,69,50,0
24938.877862513065,81,54,0
24958.86108738184,90,52,1
24978.844312250614,96,56,0
24998.82753711939,105,72,0
25018.810761988163,76,73,0
25038.793986856937,100,75,1
25058.777211725712,93,65,0
25078.760436594486,93,83,0
25098.74366146326,70,77,1
25118.726886332035,83,86,0
25138.71011120081,69,55,0
25158.693336069584,81,66,0
25178.67656093836,63,85,1
25198.659785807133,81,87,1
25218.643010675907,68,99,1
25238.62623554468,69,74,1
25258.609460413456,56,73,1
25278.59268528223,51,84,1
25298.575910151005,49,85,1
25318.55913501978,62,75,1
25338.542359888554,59,67,1
25358.525584757328,60,69,1
25378.508809626102,69,60,0
25398.492034494877,57,61,0
25418.47525936365,66,52,0
25438.458484232426,61,51,0
25458.4417091012,59,60,1
25478.424933969975,65,49,0
25498.40815883875,77,42,1
25518.391383707523,64,56,1
25538.374608576298,61,39,0
25558.357833445072,67,52,0
25578.341058313847,91,46,0
25598.32428318262,70,43,2
25618.307508051395,69,43,2
25638.29073292017,57,38,0
25658.273957788944,69,42,0
25678.25718265772,65,51,0
25698.240407526493,62,44,0
25718.223632395267,62,51,2
25738.206857264042,53,41,0
25758.190082132816,53,44,0
25778.17330700159,55,50,0
25798.156531870365,62,35,0
25818.13975673914,54,49,1
25838.122981607914,73,40,2
25858.10620647669,70,49,1
25878.089431345463,68,52,0
25898.072656214237,68,57,1
25918.05588108301,82,55,0
25938.039105951786,73,45,0
25958.02233082056,75,53,0
25978.005555689335,93,42,0
25997.98878055811,90,53,1
26017.972005426884,81,49,1
26037.955230295658,78,42,0
26057.938455164433,96,41,0
26077.921680033207,88,46,0
26097.90490490198,79,59,0
26117.888129770756,77,44,0
26137.87135463953,70,53,0
26157.854579508305,65,70,0
26177.83780437708,63,48,0
26197.821029245853,52,52,0
26217.804254114628,48,39,0
26237.787478983402,59,48,0
26257.770703852177,43,48,1
26277.75392872095,61,52,0
26297.737153589725,49,58,0
26317.7203784585,41,36,0
26337.703603327274,52,40,1
26357.68682819605,59,48,1
26377.670053064823,52,54,0
26397.653277933598,55,53,0
26417.636502802372,45,57,0
26437.619727671146,47,41,1
26457.60295253992,39,40,1
26477.586177408695,57,46,0
26497.56940227747,52,52,0
26517.552627146244,46,55,1
26537.53585201502,44,62,0
26557.519076883793,46,45,0
26577.502301752567,74,44,1
26597.48552662134,46,56,0
26617.468751490116,60,47,0
26637.45197635889,53,54,0
26657.435201227665,55,41,0
26677.41842609644,54,59,0
26697.401650965214,51,47,0
26717.38487583399,45,47,0
26737.368100702763,56,47,0
26757.351325571537,50,60,0
26777.33455044031,39,46,0
26797.317775309086,48,57,0
26817.30100017786,38,48,0
26837.284225046635,42,42,0
26857.26744991541,48,43,0
26877.250674784184,28,33,0
26897.233899652958,39,51,0
26917.217124521732,34,52,0
26937.200349390507,37,49,0
26957.18357425928,43,48,0
26977.166799128056,40,48,0
26997.15002399683,34,41,0
27017.133248865604,33,44,0
27037.11647373438,33,44,0
27057.099698603153,40,57,0
27077.082923471928,40,56,0
27097.066148340702,33,61,0
27117.049373209476,41,67,0
27137.03259807825,45,72,0
27157.015822947025,38,61,0
27176.9990478158,34,71,0
27196.982272684574,26,66,0
27216.96549755335,27,79,0
27236.948722422123,30,82,0
27256.931947290897,26,76,0
27276.91517215967,24,93,0
27296.898397028446,43,93,0
27316.88162189722,27,76,0
27336.864846765995,34,96,0
27356.84807163477,24,80,0
27376.831296503544,18,73,0
27396.81452137232,37,72,0
27416.797746241093,28,59,0
27436.780971109867,23,61,0
27456.76419597864,36,64,0
27476.747420847416,32,51,0
27496.73064571619,31,70,0
27516.713870584965,30,59,0
27536.69709545374,18,62,0
27556.680320322514,30,44,0
27576.663545191288,27,47,0
27596.646770060062,18,57,1
27616.629994928837,23,48,0
27636.61321979761,20,55,0
27656.596444666386,29,57,0
27676.57966953516,28,49,1
27696.562894403934,26,43,0
27716.54611927271,32,44,0
27736.529344141483,20,50,0
27756.512569010258,18,40,0
27776.495793879032,19,53,0
27796.479018747807,22,60,0
27816.46224361658,18,50,0
27836.445468485355,27,57,0
27856.42869335413,22,46,0
27876.411918222904,23,48,0
27896.39514309168,29,61,0
27916.378367960453,16,48,0
27936.361592829227,17,54,0
27956.344817698002,28,43,0
27976.328042566776,18,47,1
27996.31126743555,15,43,0
28016.294492304325,23,37,0
28036.2777171731,20,46,0
28056.260942041874,14,46,0
28076.24416691065,20,42,1
28096.227391779423,14,50,0
28116.210616648197,18,46,0
28136.19384151697,15,40,0
28156.177066385746,16,46,0
28176.16029125452,18,55,0
28196.143516123295,25,55,0
28216.12674099207,17,34,0
28236.109965860844,14,37,0
28256.093190729618,11,52,0
28276.076415598392,15,39,0
28296.059640467167,15,55,0
28316.04286533594,12,46,0
28336.026090204716,9,56,0
28356.00931507349,14,44,0
28375.992539942265,12,54,0
28395.97576481104,11,41,0
28415.958989679813,17,34,0
28435.942214548588,16,53,0
28455.925439417362,9,50,0
28475.908664286137,13,43,0
28495.89188915491,23,45,1
28515.875114023685,16,59,0
28535.85833889246,12,48,0
28555.841563761234,18,57,0
28575.82478863001,7,44,0
28595.808013498783,8,39,0
28615.791238367558,11,50,0
28635.774463236332,11,31,0
28655.757688105106,10,51,0
28675.74091297388,12,48,0
28695.724137842655,10,45,0
28715.70736271143,16,45,0
28735.690587580204,14,45,0
28755.67381244898,11,31,0
28775.657037317753,10,40,0
28795.640262186527,11,38,0
28815.6234870553,7,32,0
28835.606711924076,9,42,0
28855.58993679285,12,35,0
28875.573161661625,11,43,0
28895.5563865304,11,42,0
28915.539611399174,3,40,0
28935.522836267948,8,44,0
28955.506061136723,9,44,0
28975.489286005497,9,50,0
28995.47251087427,8,40,0
29015.455735743046,6,50,0
29035.43896061182,7,40,0
29055.422185480595,10,51,0
29075.40541034937,9,52,0
29095.388635218143,14,52,0
29115.371860086918,11,40,0
29135.355084955692,11,49,0
29155.338309824467,7,58,0
29175.32153469324,6,44,0
29195.304759562016,9,36,0
29215.28798443079,14,38,0
29235.271209299564,8,61,0
29255.25443416834,8,40,0
29275.237659037113,14,61,0
29295.220883905888,12,42,0
29315.204108774662,9,39,0
29335.187333643436,11,39,0
29355.17055851221,11,50,0
29375.153783380985,5,44,0
29395.13700824976,7,40,0
29415.120233118534,5,31,0
29435.10345798731,6,33,0
29455.086682856083,3,43,0
29475.069907724857,6,31,0
29495.05313259363,7,44,0
29515.036357462406,3,36,0
29535.01958233118,3,49,0
29555.002807199955,3,39,0
29574.98603206873,5,51,0
29594.969256937504,1,41,0
29614.95248180628,6,33,0
29634.935706675053,5,45,0
29654.918931543827,8,40,0
29674.9021564126,4,47,0
29694.885381281376,4,52,0
29714.86860615015,7,51,0
29734.851831018925,6,47,0
29754.8350558877,9,47,0
29774.818280756474,4,45,0
29794.801505625248,4,39,0
29814.784730494022,5,49,0
29834.767955362797,3,43,0
29854.75118023157,1,45,0
29874.734405100346,6,36,0
29894.71762996912,7,44,0
29914.700854837894,3,38,0
29934.68407970667,5,50,0
29954.667304575443,5,33,0
29974.650529444218,5,44,0
29994.633754312992,1,45,0
30014.616979181767,7,54,0
30034.60020405054,8,37,0
30054.583428919315,5,41,0
30074.56665378809,3,37,0
30094.549878656864,5,39,0
30114.53310352564,5,38,0
30134.516328394413,7,39,0
30154.499553263187,5,49,0
30174.482778131962,8,34,0
30194.466003000736,12,37,0
30214.44922786951,5,38,0
30234.432452738285,4,37,0
30254.41567760706,7,55,0
30274.398902475834,7,42,0
30294.38212734461,7,44,0
30314.365352213383,9,43,0
30334.348577082157,3,34,0
30354.33180195093,7,48,0
30374.315026819706,5,42,0
30394.29825168848,1,35,0
30414.281476557255,6,57,0
30434.26470142603,1,49,0
30454.247926294804,4,39,0
30474.231151163578,9,33,0
30494.214376032352,4,54,0
30514.197600901127,3,46,0
30534.1808257699,10,55,0
30554.164050638676,6,46,0
30574.14727550745,4,41,0
30594.130500376225,2,46,0
30614.113725245,1,44,0
30634.096950113773,6,43,0
30654.080174982548,2,50,0
30674.063399851322,5,40,0
30694.046624720097,6,40,0
30714.02984958887,3,46,0
30734.013074457645,7,47,0
30753.99629932642,1,46,0
30773.979524195194,1,47,0
30793.96274906397,4,50,0
30813.945973932743,0,40,0
30833.929198801517,4,34,0
30853.912423670292,1,41,0
30873.895648539066,16,38,0
30893.87887340784,1,42,0
30913.862098276615,4,47,0
30933.84532314539,4,55,0
30953.828548014164,9,45,0
30973.81177288294,5,47,0
30993.794997751713,1,49,0
31013.778222620487,3,48,0
31033.76144748926,2,42,0
31053.744672358036,0,43,0
31073.72789722681,0,50,0
31093.711122095585,2,50,0
31113.69434696436,3,43,0
31133.677571833134,5,47,0
31153.660796701908,6,50,0
31173.644021570683,4,40,0
31193.627246439457,3,40,0
31213.61047130823,3,40,0
31233.593696177006,5,38,0
31253.57692104578,1,52,0
31273.560145914555,3,41,0
31293.54337078333,3,47,0
31313.526595652103,2,46,0
31333.509820520878,4,44,0
31353.493045389652,1,47,0
31373.476270258427,0,36,0
31393.4594951272,1,48,0
31413.442719995975,6,46,0
31433.42594486475,3,47,0
31453.409169733524,4,42,0
31473.3923946023,3,50,0
31493.375619471073,4,40,0
31513.358844339848,2,40,0
31533.342069208622,1,42,0
31553.325294077396,2,36,0
31573.30851894617,6,46,0
31593.291743814945,4,25,0
31613.27496868372,3,48,0
31633.258193552494,1,45,0
31653.24141842127,3,26,0
31673.224643290043,6,39,0
31693.207868158817,6,51,0
31713.19109302759,2,46,0
31733.174317896366,1,48,0
31753.15754276514,1,49,0
31773.140767633915,5,54,0
31793.12399250269,1,40,0
31813.107217371464,1,43,0
31833.09044224024,2,47,0
31853.073667109013,4,57,0
31873.056891977787,2,36,0
31893.04011684656,6,56,0
31913.023341715336,1,46,0
31933.00656658411,4,38,0
31952.989791452885,2,29,0
31972.97301632166,2,44,0
31992.956241190434,1,45,0
32012.939466059208,3,39,0
32032.922690927982,2,53,0
32052.905915796757,3,41,0
32072.88914066553,4,44,0
32092.872365534306,2,27,0
32112.85559040308,2,45,0
32132.838815271854,1,54,0
32152.82204014063,4,43,0
32172.805265009403,2,46,0
32192.788489878178,2,38,0
32212.771714746952,2,43,0
32232.754939615726,3,37,0
32252.7381644845,3,49,0
32272.721389353275,3,42,0
32292.70461422205,1,41,0
32312.687839090824,3,55,0
32332.6710639596,4,41,0
32352.654288828373,5,47,0
32372.637513697147,2,40,0
32392.62073856592,3,42,0
32412.603963434696,5,43,0
32432.58718830347,2,43,0
32452.570413172245,5,26,0
32472.55363804102,3,45,0
32492.536862909794,4,53,0
32512.52008777857,2,30,0
32532.503312647343,2,48,0
32552.486537516117,5,32,0
32572.46976238489,1,41,0
32592.452987253666,3,38,0
32612.43621212244,3,40,0
32632.419436991215,2,36,0
32652.40266185999,5,44,0
32672.385886728764,3,43,0
32692.369111597538,1,40,0
32712.352336466312,0,36,0
32732.335561335087,2,38,0
32752.31878620386,0,36,0
32772.302011072636,2,36,0
32792.28523594141,0,42,0
32812.268460810184,2,41,0
32832.25168567896,4,38,0
32852.23491054773,2,52,0
32872.21813541651,4,44,0
32892.20136028528,3,30,0
32912.18458515406,1,39,0
32932.16781002283,5,33,0
32952.151034891605,0,27,0
32972.13425976038,0,35,0
32992.117484629154,1,36,0
33012.10070949793,2,40,0
33032.0839343667,4,40,0
33052.06715923548,3,34,0
33072.05038410425,3,41,0
33092.033608973026,1,36,0
33112.0168338418,3,39,0
33132.000058710575,1,49,0
33151.98328357935,3,37,0
33171.966508448124,3,42,0
33191.9497333169,4,43,0
33211.93295818567,3,35,0
33231.91618305445,2,41,0
33251.89940792322,1,34,0
33271.882632791996,1,41,0
33291.86585766077,2,31,0
33311.849082529545,5,41,0
33331.83230739832,2,40,0
33351.815532267094,2,49,0
33371.79875713587,2,39,0
33391.78198200464,2,35,0
33411.76520687342,1,55,0
33431.74843174219,2,51,0
33451.731656610966,0,33,0
33471.71488147974,1,49,0
33491.698106348515,3,35,0
33511.68133121729,1,49,0
33531.66455608606,3,47,0
33551.64778095484,0,42,0
33571.63100582361,4,41,0
33591.61423069239,0,39,0
33611.59745556116,1,40,0
33631.580680429935,1,40,0
33651.56390529871,2,39,0
33671.547130167484,4,42,0
33691.53035503626,1,41,0
33711.51357990503,0,45,0
33731.49680477381,3,32,0
33751.48002964258,0,28,0
33771.463254511356,3,35,0
33791.44647938013,0,44,0
33811.429704248905,1,47,0
33831.41292911768,1,35,0
33851.396153986454,3,29,0
33871.37937885523,5,36,0
33891.362603724,0,34,0
33911.34582859278,0,36,0
33931.32905346155,1,52,0
33951.312278330326,0,38,0
33971.2955031991,3,46,0
33991.278728067875,0,40,0
34011.26195293665,3,47,0
34031.245177805424,0,38,0
34051.2284026742,1,45,0
34071.21162754297,3,33,0
34091.19485241175,0,47,0
34111.17807728052,0,44,0
34131.161302149296,1,33,0
34151.14452701807,1,43,0
34171.127751886845,2,49,0
34191.11097675562,4,34,0
34211.09420162439,2,34,0
34231.07742649317,1,40,0
34251.06065136194,2,42,0
34271.04387623072,2,35,0
34291.02710109949,3,43,0
34311.010325968266,1,44,0
34330.99355083704,2,51,0
34350.976775705814,1,61,0
34370.96000057459,2,45,0
34390.94322544336,0,32,0
34410.92645031214,0,39,0
34430.90967518091,3,41,0
34450.89290004969,0,41,0
