Instrument,800N8573
Date,2023/02/23
Time,12:49:54
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),41.74s
Detector Temperature,-27.0°C
Ambient Temperature,51.44°C')
Phase Count,3
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
eV Channel Start,-0.18677371740341187,-0.22468970715999603,0.10360568016767502
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
34470.87612491846,1,54,0
34490.859349787235,0,42,0
34510.84257465601,3,44,0
34530.825799524784,4,46,0
34550.80902439356,2,44,0
34570.79224926233,5,51,0
34590.77547413111,0,48,0
34610.75869899988,4,33,0
34630.741923868656,4,43,0
34650.72514873743,3,32,0
34670.708373606205,5,37,0
34690.69159847498,6,52,0
34710.674823343754,6,43,0
34730.65804821253,9,43,0
34750.6412730813,5,34,0
34770.62449795008,11,44,0
34790.60772281885,7,43,0
34810.590947687626,9,45,0
34830.5741725564,5,41,0
34850.557397425175,10,56,0
34870.54062229395,11,54,0
34890.52384716272,8,36,0
34910.5070720315,15,29,0
34930.49029690027,14,43,0
34950.47352176905,9,55,0
34970.45674663782,16,56,0
34990.439971506596,8,43,0
35010.42319637537,7,35,0
35030.406421244144,12,45,0
35050.38964611292,11,50,0
35070.37287098169,8,47,0
35090.35609585047,6,46,0
35110.33932071924,7,31,0
35130.32254558802,4,37,0
35150.30577045679,6,36,0
35170.288995325565,11,43,0
35190.27222019434,1,50,0
35210.255445063114,4,43,0
35230.23866993189,2,42,0
35250.22189480066,0,34,0
35270.20511966944,1,47,0
35290.18834453821,0,25,0
35310.171569406986,2,50,0
35330.15479427576,2,41,0
35350.138019144535,0,38,0
35370.12124401331,1,44,0
35390.104468882084,1,52,0
35410.08769375086,0,50,0
35430.07091861963,0,43,0
35450.05414348841,1,40,0
35470.03736835718,1,59,0
35490.020593225956,1,38,0
35510.00381809473,1,29,0
35529.987042963505,2,45,0
35549.97026783228,1,32,0
35569.95349270105,1,37,0
35589.93671756983,2,40,0
35609.9199424386,0,40,0
35629.90316730738,2,54,0
35649.88639217615,0,30,0
35669.869617044926,1,34,0
35689.8528419137,1,41,0
35709.836066782475,0,37,0
35729.81929165125,0,31,0
35749.80251652002,0,33,0
35769.7857413888,0,37,0
35789.76896625757,1,38,0
35809.75219112635,0,28,0
35829.73541599512,0,34,0
35849.718640863895,2,60,0
35869.70186573267,1,40,0
35889.685090601444,0,43,0
35909.66831547022,1,46,0
35929.65154033899,1,41,0
35949.63476520777,0,39,0
35969.61799007654,0,44,0
35989.601214945316,0,32,0
36009.58443981409,0,40,0
36029.567664682865,1,24,0
36049.55088955164,1,50,0
36069.534114420414,0,38,0
36089.51733928919,0,38,0
36109.50056415796,1,38,0
36129.48378902674,0,42,0
36149.46701389551,1,45,0
36169.450238764286,1,29,0
36189.43346363306,2,38,0
36209.416688501835,0,33,0
36229.39991337061,2,41,0
36249.383138239384,2,34,0
36269.36636310816,2,39,0
36289.34958797693,1,52,0
36309.33281284571,0,51,0
36329.31603771448,0,41,0
36349.299262583256,3,35,0
36369.28248745203,0,35,0
36389.265712320805,1,36,0
36409.24893718958,2,41,0
36429.23216205835,0,40,0
36449.21538692713,2,26,0
36469.1986117959,2,44,0
36489.18183666468,0,32,0
36509.16506153345,1,28,0
36529.148286402225,1,32,0
36549.131511271,2,45,0
36569.114736139774,0,28,0
36589.09796100855,0,40,0
36609.08118587732,1,39,0
36629.0644107461,2,39,0
36649.04763561487,0,42,0
36669.03086048365,0,43,0
36689.01408535242,0,30,0
36708.997310221195,1,36,0
36728.98053508997,0,47,0
36748.963759958744,3,27,0
36768.94698482752,6,39,0
36788.93020969629,3,46,0
36808.91343456507,0,41,0
36828.89665943384,0,37,0
36848.879884302616,1,44,0
36868.86310917139,1,45,0
36888.846334040165,3,34,0
36908.82955890894,2,37,0
36928.812783777714,3,42,0
36948.79600864649,3,31,0
36968.77923351526,5,33,0
36988.76245838404,6,28,0
37008.74568325281,3,46,0
37028.728908121586,2,35,0
37048.71213299036,6,32,0
37068.695357859135,4,40,0
37088.67858272791,4,32,0
37108.66180759668,5,45,0
37128.64503246546,1,43,0
37148.62825733423,3,42,0
37168.61148220301,9,36,0
37188.59470707178,3,40,0
37208.577931940556,6,38,0
37228.56115680933,3,18,0
37248.544381678104,0,44,0
37268.52760654688,1,33,0
37288.51083141565,1,31,0
37308.49405628443,1,45,0
37328.4772811532,2,26,0
37348.46050602198,3,40,0
37368.44373089075,4,35,0
37388.426955759525,4,43,0
37408.4101806283,2,35,0
37428.393405497074,2,38,0
37448.37663036585,2,32,0
37468.35985523462,1,31,0
37488.3430801034,2,28,0
37508.32630497217,1,29,0
37528.309529840946,3,28,0
37548.29275470972,0,29,0
37568.275979578495,4,39,0
37588.25920444727,1,38,0
37608.242429316044,2,37,0
37628.22565418482,0,24,0
37648.20887905359,2,39,0
37668.19210392237,3,41,0
37688.17532879114,1,47,0
37708.158553659916,1,31,0
37728.14177852869,6,40,0
37748.125003397465,1,38,0
37768.10822826624,0,40,0
37788.09145313501,0,46,0
37808.07467800379,3,31,0
37828.05790287256,2,29,0
37848.04112774134,2,27,0
37868.02435261011,2,37,0
37888.007577478886,2,38,0
37907.99080234766,1,36,0
37927.974027216434,1,31,0
37947.95725208521,1,24,0
37967.94047695398,0,35,0
37987.92370182276,2,36,0
38007.90692669153,2,41,0
38027.89015156031,0,34,0
38047.87337642908,0,48,0
38067.856601297855,1,33,0
38087.83982616663,1,33,0
38107.823051035404,2,37,0
38127.80627590418,2,35,0
38147.78950077295,0,35,0
38167.77272564173,1,28,0
38187.7559505105,0,24,0
38207.739175379276,0,33,0
38227.72240024805,0,34,0
38247.705625116825,1,35,0
38267.6888499856,1,23,0
38287.672074854374,0,30,0
38307.65529972315,0,30,0
38327.63852459192,1,32,0
38347.6217494607,0,26,0
38367.60497432947,2,33,0
38387.588199198246,2,20,0
38407.57142406702,2,33,0
38427.554648935795,0,33,0
38447.53787380457,0,26,0
38467.521098673344,0,29,0
38487.50432354212,1,31,0
38507.48754841089,1,38,0
38527.47077327967,0,39,0
38547.45399814844,1,37,0
38567.437223017216,0,35,0
38587.42044788599,0,26,0
38607.403672754765,0,30,0
38627.38689762354,1,38,0
38647.37012249231,0,32,0
38667.35334736109,0,35,0
38687.33657222986,0,33,0
38707.31979709864,1,34,0
38727.30302196741,0,27,0
38747.286246836185,0,29,0
38767.26947170496,0,34,0
38787.252696573734,0,36,0
38807.23592144251,1,32,0
38827.21914631128,0,35,0
38847.20237118006,0,30,0
38867.18559604883,1,39,0
38887.168820917606,0,26,0
38907.15204578638,0,36,0
38927.135270655155,2,39,0
38947.11849552393,2,29,0
38967.101720392704,0,26,0
38987.08494526148,0,29,0
39007.06817013025,1,53,0
39027.05139499903,0,24,0
39047.0346198678,1,27,0
39067.017844736576,0,41,0
39087.00106960535,0,48,0
39106.984294474125,0,26,0
39126.9675193429,1,31,0
39146.950744211674,1,35,0
39166.93396908045,1,36,0
39186.91719394922,1,28,0
39206.900418818,1,33,0
39226.88364368677,2,39,0
39246.866868555546,0,22,0
39266.85009342432,4,39,0
39286.833318293095,1,24,0
39306.81654316187,0,39,0
39326.79976803064,3,28,0
39346.78299289942,1,28,0
39366.76621776819,2,28,0
39386.74944263697,0,36,0
39406.73266750574,2,30,0
39426.715892374516,0,34,0
39446.69911724329,0,24,0
39466.682342112064,0,25,0
39486.66556698084,1,25,0
39506.64879184961,2,24,0
39526.63201671839,0,22,0
39546.61524158716,1,23,0
39566.59846645594,2,26,0
39586.58169132471,1,26,0
39606.564916193485,0,26,0
39626.54814106226,2,28,0
39646.531365931034,1,24,0
39666.51459079981,0,33,0
39686.49781566858,0,29,0
39706.48104053736,0,36,0
39726.46426540613,0,32,0
39746.447490274906,0,37,0
39766.43071514368,1,29,0
39786.413940012455,0,30,0
39806.39716488123,1,26,0
39826.380389750004,1,27,0
39846.36361461878,0,31,0
39866.34683948755,1,30,0
39886.33006435633,0,27,0
39906.3132892251,1,21,0
39926.296514093876,0,34,0
39946.27973896265,0,34,0
39966.262963831425,4,37,0
39986.2461887002,1,36,0
40006.22941356897,1,34,0
40026.21263843775,1,18,0
40046.19586330652,0,23,0
40066.1790881753,2,17,0
40086.16231304407,0,24,0
40106.145537912846,0,27,0
40126.12876278162,0,23,0
40146.111987650394,1,24,0
40166.09521251917,2,21,0
40186.07843738794,0,31,0
40206.06166225672,2,22,0
40226.04488712549,1,30,0
40246.02811199427,0,21,0
40266.01133686304,0,23,0
40285.994561731815,1,25,0
40305.97778660059,1,33,0
40325.961011469364,0,24,0
40345.94423633814,1,26,0
40365.92746120691,1,26,0
40385.91068607569,0,28,0
40405.89391094446,0,24,0
40425.877135813236,0,16,0
40445.86036068201,1,34,0
40465.843585550785,0,27,0
40485.82681041956,0,39,0
40505.810035288334,1,22,0
40525.79326015711,0,21,0
40545.77648502588,0,27,0
40565.75970989466,4,24,0
40585.74293476343,1,30,0
40605.726159632206,0,31,0
40625.70938450098,1,38,0
40645.692609369755,0,28,0
40665.67583423853,1,15,0
40685.6590591073,0,28,0
40705.64228397608,0,28,0
40725.62550884485,0,29,0
40745.60873371363,0,34,0
40765.5919585824,0,19,0
40785.575183451176,1,27,0
40805.55840831995,1,28,0
40825.541633188725,0,33,0
40845.5248580575,0,18,0
40865.50808292627,0,27,0
40885.49130779505,0,32,0
40905.47453266382,1,27,0
