Instrument,800N11387
Date,2023/05/18
Time,16:27:07
Assay #,0002
Application,REE_IDX
Method,REE_IDX
Assay Duration (set),150s
Assay Duration (total actual),160.1s
Temperature (Detector),-27.0 C
Temperature (Ambient),37.94 C
Phase Count,3
Phases,"Phase 1(30s): 15.0kV, 40.2uA (No Filter)","Phase 2(90s): 50.0kV, 29.8uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(30s): 30.0kV, 48.85uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,Mg,0.414,0.0836
13,Al,9.4364,0.0187
14,Si,18.2321,0.0548
15,P,0.0144,0.004
16,S,0.0,0.0024
19,K,0.2742,0.0026
20,Ca,0.1603,0.0018
22,Ti,1.0257,0.009
23,V,0.0279,0.0014
24,Cr,0.0843,0.0014
25,Mn,0.0454,0.0014
26,Fe,24.2671,0.0123
28,Ni,0.0281,0.0004
29,Cu,0.0802,0.0008
30,Zn,0.0057,0.0005
33,As,0.0015,0.0001
38,Sr,0.0,0.0001
39,Y,0.0018,0.0001
40,Zr,0.0217,0.0002
41,Nb,0.0003,0.0001
56,Ba,0.0356,0.0017
57,La,0.0009,0.002
58,Ce,0.0028,0.0029
82,Pb,0.0008,0.0003
90,Th,0.002,0.0002
92,U,0.0014,0.0002
100,Nd_IDX,0.0008,0.0
101,Sm_IDX,0.0002,0.0
102,Eu_IDX,0.0,0.0
103,Gd_IDX,0.0003,0.0
104,Tb_IDX,0.0,0.0
105,Dy_IDX,0.0003,0.0
106,Ho_IDX,0.0001,0.0
107,Er_IDX,0.0002,0.0
108,Tm_IDX,0.0,0.0
109,Yb_IDX,0.0001,0.0
110,Lu_IDX,0.0,0.0
111,HREE,0.0029,0.0
112,LREE,0.0021,0.0
113,TREE,0.005,0.0
 
 
SPECTRA:
eV Channel Start,0.18033955991268158,0.06067805737257004,0.28932490944862366
eV per Channel,20.025390625,20.025390625,20.025390625
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.18033955991268158,0,0,0
