Instrument,800C10982
Date,2023/05/16
Time,14:39:07
Assay #,0001
Application,REE_IDX
Method,REE_IDX
Assay Duration (set),150s
Assay Duration (total actual),159.19s
Temperature (Detector),-27.0 C
Temperature (Ambient),32.83 C
Phase Count,3
Phases,"Phase 1(30s): 15.0kV, 42.3uA (No Filter)","Phase 2(90s): 50.0kV, 31.65uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(30s): 30.0kV, 48.9uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,Mg,0.2508,0.0667
13,Al,9.7283,0.0215
14,Si,20.8825,0.0506
15,P,0.0274,0.0031
16,S,0.0,0.0029
19,K,0.4861,0.0035
20,Ca,0.1796,0.0017
22,Ti,0.9697,0.0079
23,V,0.0265,0.0004
24,Cr,0.061,0.0013
25,Mn,0.0556,0.0014
26,Fe,16.9803,0.0106
28,Ni,0.0178,0.0003
29,Cu,0.0392,0.0005
30,Zn,0.0058,0.0005
33,As,0.0033,0.0001
38,Sr,0.0012,0.0001
39,Y,0.0026,0.0001
40,Zr,0.0355,0.0002
41,Nb,0.0004,0.0001
56,Ba,0.0169,0.0014
57,La,0.0014,0.0019
58,Ce,0.0058,0.0021
82,Pb,0.0019,0.0003
90,Th,0.0019,0.0002
92,U,0.0005,0.0001
100,Pr_IDX,0.0003,0.0
101,Nd_IDX,0.0014,0.0
102,Sm_IDX,0.0003,0.0
103,Eu_IDX,0.0001,0.0
104,Gd_IDX,0.0005,0.0
105,Tb_IDX,0.0001,0.0
106,Dy_IDX,0.0004,0.0
107,Ho_IDX,0.0001,0.0
108,Er_IDX,0.0002,0.0
109,Tm_IDX,0.0,0.0
110,Yb_IDX,0.0002,0.0
111,Lu_IDX,0.0,0.0
112,HREE,0.0042,0.0
113,LREE,0.0035,0.0
114,TREE,0.0076,0.0
 
 
SPECTRA:
eV Channel Start,0.25384682416915894,0.1358967423439026,0.3174896836280823
eV per Channel,19.99121856689453,19.99121856689453,19.99121856689453
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.25384682416915894,0,0,0
20.24506539106369,0,0,0
40.23628395795822,0,0,0
60.22750252485275,0,0,0
80.21872109174728,0,0,0
100.20993965864182,0,0,0
120.20115822553635,0,0,0
140.19237679243088,0,0,0
160.1835953593254,0,0,0
180.17481392621994,0,0,0
200.16603249311447,0,0,0
220.157251060009,0,0,0
240.14846962690353,0,0,0
260.13968819379807,0,0,0
280.1309067606926,0,0,0
300.1221253275871,6,16,6
320.11334389448166,75,315,84
340.1045624613762,575,2641,753
360.0957810282707,2332,11334,3266
380.08699959516525,4612,23638,6284
400.0782181620598,4521,23040,6387
420.0694367289543,2252,11157,3047
440.06065529584885,576,2710,747
460.0518738627434,80,371,98
480.0430924296379,18,30,16
500.03431099653244,2,4,2
520.025529563427,3,5,2
540.0167481303215,1,3,4
560.007966697216,1,2,0
579.9991852641106,51,1097,219
599.9904038310051,63,1151,238
619.9816223978996,48,1193,217
639.9728409647942,61,1205,196
659.9640595316887,64,1167,235
679.9552780985832,64,1191,222
699.9464966654778,64,1169,230
719.9377152323723,65,1148,228
739.9289337992668,55,1190,228
759.9201523661613,55,1141,196
779.9113709330559,61,1223,226
799.9025894999504,64,1142,196
819.8938080668449,62,1125,217
839.8850266337395,55,1135,227
859.876245200634,105,1050,196
879.8674637675285,104,1123,218
899.8586823344231,125,1116,193
919.8499009013176,179,1134,216
939.8411194682121,199,1127,198
959.8323380351067,195,1125,211
979.8235566020012,165,1124,193
999.8147751688957,117,1017,203
1019.8059937357903,108,1029,222
1039.7972123026848,111,1056,189
1059.7884308695793,134,1032,205
1079.7796494364738,174,1085,224
1099.7708680033684,140,1038,213
1119.762086570263,126,1023,181
1139.7533051371574,113,1048,186
1159.744523704052,114,1030,201
1179.7357422709465,115,966,205
1199.726960837841,170,965,203
1219.7181794047356,181,1006,208
1239.70939797163,159,982,186
1259.7006165385246,157,994,205
1279.6918351054192,127,1001,188
1299.6830536723137,124,1014,179
1319.6742722392082,109,1001,168
1339.6654908061028,122,959,156
1359.6567093729973,133,944,163
1379.6479279398918,227,970,155
1399.6391465067863,545,976,171
1419.6303650736809,1487,968,205
1439.6215836405754,3290,951,256
1459.61280220747,5343,1015,281
1479.6040207743645,6275,1001,275
1499.595239341259,5532,1050,261
1519.5864579081535,3717,1039,221
1539.577676475048,1957,915,195
1559.5688950419426,1012,925,168
1579.5601136088371,577,957,142
1599.5513321757317,468,929,153
1619.5425507426262,597,892,159
1639.5337693095207,1691,943,189
1659.5249878764153,5369,900,199
1679.5162064433098,13851,1003,318
1699.5074250102043,27117,1063,556
1719.4986435770988,38871,1169,664
1739.4898621439934,42488,1222,678
1759.481080710888,34427,1096,596
1779.4722992777824,21492,1089,396
1799.463517844677,10804,1040,293
1819.4547364115715,5311,961,222
1839.445954978466,2932,993,166
1859.4371735453606,1862,969,159
1879.428392112255,999,938,165
1899.4196106791496,636,914,161
1919.4108292460442,341,989,156
1939.4020478129387,300,965,155
1959.3932663798332,307,923,127
1979.3844849467278,302,934,113
1999.3757035136223,344,928,110
2019.3669220805168,333,907,134
2039.3581406474113,286,884,127
2059.349359214306,260,918,135
2079.3405777812004,224,881,127
2099.331796348095,196,905,128
2119.3230149149895,207,938,107
2139.314233481884,226,894,113
2159.3054520487785,226,858,99
2179.296670615673,232,827,101
2199.2878891825676,249,857,114
2219.279107749462,272,868,111
2239.2703263163567,364,848,114
2259.261544883251,517,873,142
2279.2527634501457,720,872,112
2299.2439820170403,819,856,114
2319.235200583935,835,882,104
2339.2264191508293,779,903,98
2359.217637717724,695,805,84
2379.2088562846184,649,853,84
2399.200074851513,505,837,93
2419.1912934184074,477,793,107
2439.182511985302,421,835,93
2459.1737305521965,402,775,91
2479.164949119091,455,824,85
2499.1561676859856,458,779,76
2519.14738625288,502,808,75
2539.1386048197746,521,779,86
2559.129823386669,666,837,87
2579.1210419535637,850,837,89
2599.112260520458,1490,762,103
2619.1034790873528,2677,799,79
2639.0946976542473,4576,836,103
2659.085916221142,6994,810,96
2679.0771347880363,9281,800,86
2699.068353354931,9851,758,89
2719.0595719218254,8674,763,100
2739.05079048872,6648,735,95
2759.0420090556145,4975,750,91
2779.033227622509,4467,797,109
2799.0244461894035,4987,702,75
2819.015664756298,5501,716,106
2839.0068833231926,6087,679,75
2858.998101890087,5771,758,96
2878.9893204569817,5278,710,122
2898.980539023876,5143,766,154
2918.9717575907707,5549,782,184
2938.9629761576653,6386,786,265
2958.95419472456,6326,817,292
2978.9454132914543,5741,761,252
2998.936631858349,4466,739,186
3018.9278504252434,3206,728,148
3038.919068992138,2085,697,111
3058.9102875590324,1421,682,73
3078.901506125927,1041,715,68
3098.8927246928215,918,713,64
3118.883943259716,977,636,77
3138.8751618266106,1125,693,73
3158.866380393505,1249,699,92
3178.8575989603996,1285,680,109
3198.848817527294,1385,769,133
3218.8400360941887,1712,887,216
3238.831254661083,2357,1080,368
3258.8224732279778,3450,1287,496
3278.8136917948723,4853,1489,699
3298.804910361767,5982,1607,726
3318.7961289286613,6073,1469,726
3338.787347495556,5218,1307,578
3358.7785660624504,3809,1067,411
3378.769784629345,2507,852,233
3398.7610031962395,1470,816,165
3418.752221763134,1029,737,156
