Instrument,800C10982
Date,2023/05/16
Time,14:44:30
Assay #,0003
Application,REE_IDX
Method,REE_IDX
Assay Duration (set),150s
Assay Duration (total actual),159.98s
Temperature (Detector),-27.0 C
Temperature (Ambient),35.33 C
Phase Count,3
Phases,"Phase 1(30s): 15.0kV, 42.3uA (No Filter)","Phase 2(90s): 50.0kV, 31.65uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(30s): 30.0kV, 48.9uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,Mg,0.2905,0.0652
13,Al,9.7714,0.0216
14,Si,21.0743,0.0509
15,P,0.024,0.0031
16,S,0.0,0.0029
19,K,0.4855,0.0035
20,Ca,0.1755,0.0017
22,Ti,0.9627,0.0078
23,V,0.0256,0.0004
24,Cr,0.0638,0.0013
25,Mn,0.0589,0.0014
26,Fe,17.0013,0.0106
28,Ni,0.0174,0.0003
29,Cu,0.0381,0.0005
30,Zn,0.0057,0.0005
33,As,0.0035,0.0001
38,Sr,0.001,0.0001
39,Y,0.0028,0.0001
40,Zr,0.0354,0.0002
41,Nb,0.0002,0.0001
56,Ba,0.0162,0.0014
57,La,0.0003,0.0019
58,Ce,0.0014,0.0021
82,Pb,0.0018,0.0003
90,Th,0.002,0.0002
92,U,0.0004,0.0001
100,Pr_IDX,0.0001,0.0
101,Nd_IDX,0.0003,0.0
102,Sm_IDX,0.0001,0.0
103,Eu_IDX,0.0,0.0
104,Gd_IDX,0.0005,0.0
105,Tb_IDX,0.0001,0.0
106,Dy_IDX,0.0004,0.0
107,Ho_IDX,0.0001,0.0
108,Er_IDX,0.0003,0.0
109,Tm_IDX,0.0,0.0
110,Yb_IDX,0.0002,0.0
111,Lu_IDX,0.0,0.0
112,HREE,0.0045,0.0
113,LREE,0.0008,0.0
114,TREE,0.0053,0.0
 
 
SPECTRA:
eV Channel Start,0.7138215899467468,0.11688584834337234,0.26448798179626465
eV per Channel,19.99121856689453,19.99121856689453,19.99121856689453
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.7138215899467468,0,0,0
20.705040156841278,0,0,0
40.69625872373581,0,0,0
60.68747729063034,0,0,0
80.67869585752487,0,0,0
100.6699144244194,0,0,0
120.66113299131393,0,0,0
140.65235155820847,0,0,0
160.643570125103,0,0,0
180.63478869199753,0,0,0
200.62600725889206,0,0,0
220.6172258257866,0,0,0
240.60844439268112,0,0,0
