Instrument,800N8573
Date,2023/04/28
Time,15:27:44
Assay #,0002
Application,Spectrometer Mode
Method,
Assay Duration (set),10s
Assay Duration (total actual),10.94s
Temperature (Detector),-27.5 C
Temperature (Ambient),37.56 C
Phase Count,1
Phases,"Phase 1(10s): 15.0kV, 20.0uA (No Filter)",,
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
0,No Results,0,0
 
 
SPECTRA:
eV Channel Start,-0.46441885828971863,,
eV per Channel,19.983224868774414,,
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
5814.654017955065,2531,,
5834.637242823839,4004,,
5854.620467692614,5835,,
5874.603692561388,8262,,
5894.586917430162,10928,,
5914.570142298937,12566,,
5934.553367167711,13697,,
5954.536592036486,13045,,
5974.51981690526,11327,,
5994.5030417740345,8873,,
6014.486266642809,6269,,
6034.469491511583,3916,,
6054.452716380358,2479,,
6074.435941249132,1473,,
6094.419166117907,880,,
6114.402390986681,648,,
6134.385615855455,549,,
6154.36884072423,532,,
6174.352065593004,639,,
6194.335290461779,832,,
6214.318515330553,1363,,
6234.3017401993275,2457,,
6254.284965068102,5100,,
6274.268189936876,10247,,
6294.251414805651,19647,,
6314.234639674425,34174,,
6334.2178645431995,53448,,
6354.201089411974,75213,,
6374.184314280748,93754,,
6394.167539149523,104490,,
6414.150764018297,103135,,
6434.133988887072,91219,,
6454.117213755846,72138,,
6474.10043862462,50745,,
6494.083663493395,31977,,
6514.066888362169,18404,,
6534.050113230944,9945,,
6554.033338099718,4914,,
6574.0165629684925,2466,,
6593.999787837267,1377,,
6613.983012706041,846,,
6633.966237574816,626,,
6653.94946244359,494,,
6673.932687312365,423,,
6693.915912181139,403,,
6713.899137049913,364,,
6733.882361918688,378,,
6753.865586787462,379,,
6773.848811656237,371,,
6793.832036525011,412,,
6813.8152613937855,468,,
6833.79848626256,518,,
6853.781711131334,599,,
6873.764936000109,713,,
6893.748160868883,1017,,
6913.731385737658,1523,,
6933.714610606432,2560,,
6953.697835475206,4066,,
6973.681060343981,6227,,
6993.664285212755,8687,,
7013.64751008153,11655,,
7033.630734950304,13436,,
7053.613959819078,14360,,
7073.597184687853,14009,,
7093.580409556627,12452,,
7113.563634425402,9797,,
7133.546859294176,7156,,
7153.5300841629505,4542,,
7173.513309031725,2745,,
7193.496533900499,1489,,
7213.479758769274,856,,
7233.462983638048,507,,
7253.446208506823,273,,
7273.429433375597,194,,
7293.412658244371,206,,
7313.395883113146,266,,
7333.37910798192,459,,
7353.362332850695,779,,
7373.345557719469,1346,,
7393.3287825882435,1969,,
