Instrument,800N8573
Date,2023/04/28
Time,15:30:43
Assay #,0006
Application,Spectrometer Mode
Method,
Assay Duration (set),10s
Assay Duration (total actual),10.97s
Temperature (Detector),-27.0 C
Temperature (Ambient),39.44 C
Phase Count,1
Phases,"Phase 1(10s): 30.0kV, 20.0uA (Ti:25um/Al:300um)",,
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
0,No Results,0,0
 
 
SPECTRA:
eV Channel Start,-0.19326062500476837,,
eV per Channel,19.983224868774414,,
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
5814.92517618835,1062,,
5834.908401057124,1587,,
5854.891625925899,2627,,
5874.874850794673,3628,,
5894.858075663447,4629,,
5914.841300532222,5469,,
5934.824525400996,5984,,
5954.807750269771,5406,,
5974.790975138545,4776,,
5994.774200007319,3675,,
6014.757424876094,2642,,
6034.740649744868,1592,,
6054.723874613643,948,,
6074.707099482417,554,,
6094.6903243511915,332,,
6114.673549219966,213,,
6134.65677408874,215,,
6154.639998957515,187,,
6174.623223826289,227,,
6194.606448695064,392,,
6214.589673563838,645,,
6234.572898432612,1327,,
6254.556123301387,2681,,
6274.539348170161,5807,,
6294.522573038936,11369,,
6314.50579790771,19787,,
6334.4890227764845,31461,,
6354.472247645259,44555,,
6374.455472514033,56139,,
6394.438697382808,62477,,
6414.421922251582,62259,,
6434.405147120357,55143,,
6454.388371989131,43123,,
6474.371596857905,30469,,
6494.35482172668,18739,,
6514.338046595454,10802,,
6534.321271464229,5530,,
6554.304496333003,2748,,
6574.2877212017775,1183,,
6594.270946070552,600,,
6614.254170939326,302,,
6634.237395808101,242,,
6654.220620676875,196,,
6674.2038455456495,162,,
6694.187070414424,137,,
6714.170295283198,142,,
6734.153520151973,147,,
6754.136745020747,155,,
6774.119969889522,154,,
6794.103194758296,150,,
6814.08641962707,216,,
6834.069644495845,216,,
6854.052869364619,284,,
6874.036094233394,383,,
6894.019319102168,581,,
6914.0025439709425,908,,
6933.985768839717,1548,,
6953.968993708491,2489,,
6973.952218577266,3859,,
6993.93544344604,5539,,
7013.918668314815,7453,,
7033.901893183589,8790,,
7053.885118052363,9546,,
7073.868342921138,9203,,
7093.851567789912,8044,,
7113.834792658687,6365,,
7133.818017527461,4605,,
7153.8012423962355,2969,,
7173.78446726501,1805,,
7193.767692133784,962,,
7213.750917002559,450,,
7233.734141871333,229,,
7253.7173667401075,123,,
7273.700591608882,80,,
7293.683816477656,99,,
7313.667041346431,155,,
7333.650266215205,331,,
7353.63349108398,585,,
7373.616715952754,1092,,
7393.599940821528,1753,,
7413.583165690303,2415,,
7433.566390559077,3217,,
7453.549615427852,3669,,
7473.532840296626,4087,,
7493.5160651654005,4060,,
7513.499290034175,3405,,
7533.482514902949,2809,,
7553.465739771724,1879,,
7573.448964640498,1238,,
7593.432189509273,734,,
7613.415414378047,410,,
7633.398639246821,200,,
7653.381864115596,97,,
7673.36508898437,52,,
7693.348313853145,34,,
7713.331538721919,18,,
7733.3147635906935,16,,
7753.297988459468,17,,
7773.281213328242,10,,
7793.264438197017,6,,
7813.247663065791,9,,
7833.2308879345655,10,,
7853.21411280334,9,,
7873.197337672114,11,,
7893.180562540889,11,,
7913.163787409663,19,,
7933.147012278438,28,,
7953.130237147212,39,,
7973.113462015986,51,,
7993.096686884761,63,,
8013.079911753535,76,,
8033.06313662231,94,,
8053.046361491084,83,,
8073.0295863598585,93,,
8093.012811228633,88,,
8112.996036097407,111,,
8132.979260966182,126,,
8152.962485834956,216,,
8172.945710703731,275,,
8192.928935572505,340,,
8212.91216044128,456,,
8232.895385310054,573,,
8252.878610178828,680,,
8272.861835047603,700,,
8292.845059916377,654,,
8312.828284785151,550,,
8332.811509653926,423,,
8352.7947345227,287,,
8372.777959391475,194,,
8392.76118426025,133,,
8412.744409129024,71,,
8432.727633997798,48,,
8452.710858866572,26,,
8472.694083735347,14,,
8492.677308604121,15,,
8512.660533472896,13,,
8532.64375834167,4,,
8552.626983210444,2,,
8572.610208079219,14,,
8592.593432947993,6,,
8612.576657816768,4,,
8632.559882685542,4,,
8652.543107554317,9,,
8672.526332423091,10,,
