Instrument,800C10455
Date,2023/05/15
Time,11:29:53
Assay #,0001
Application,GeoExploration
Method,Oxide3phase
Assay Duration (set),60s
Assay Duration (total actual),72.67s
Temperature (Detector),-27.0 C
Temperature (Ambient),34.83 C
Phase Count,3
Phases,"Phase 1(20s): 15.0kV, 16.0uA (No Filter)","Phase 2(20s): 50.0kV, 14.5uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(20s): 30.0kV, 11.25uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,MgO,0.0,0.0716
13,Al2O3,4.0376,0.0685
14,SiO2,9.3815,0.0657
15,P,0.0,0.0022
16,S,0.0,0.0023
17,Cl,0.0,0.0011
19,K2O,0.0142,0.0017
20,Ca,0.0,0.0013
22,Ti,1.2141,0.0158
23,V,0.0,0.0081
24,Cr,0.0541,0.0035
25,Mn,0.0307,0.003
26,Fe,14.7979,0.023
27,Co,0.0,0.004
28,Ni,0.0447,0.0019
29,Cu,0.031,0.0008
30,Zn,0.0026,0.0003
31,Ga,0.0021,0.0003
33,As,0.0038,0.0014
34,Se,0.0003,0.0004
37,Rb,0.0027,0.0002
38,Sr,0.0048,0.0004
39,Y,0.0029,0.0003
40,Zr,0.0595,0.0006
41,Nb,0.0021,0.0002
42,Mo,0.0,0.0006
45,Rh,0.0,0.0004
46,Pd,0.0,0.0005
48,Cd,0.0,0.0004
50,Sn,0.0003,0.0024
51,Sb,0.0075,0.0028
56,Ba,0.0318,0.0045
57,La,0.0065,0.0125
58,Ce,0.0402,0.0155
72,Hf,0.0,0.0023
73,Ta,0.001,0.0034
74,W,0.0008,0.0012
78,Pt,0.0,0.001
79,Au,0.0,0.0005
80,Hg,0.0003,0.0006
81,Tl,0.0001,0.0007
82,Pb,0.0,0.001
83,Bi,0.0066,0.0005
90,Th,0.0023,0.0007
92,U,0.0008,0.0008
 
 
SPECTRA:
eV Channel Start,0.03619718924164772,-0.0032079557422548532,0.0876341313123703
eV per Channel,20.02122688293457,20.02122688293457,20.02122688293457
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.03619718924164772,0,0,0
20.057424072176218,0,0,0
40.07865095511079,0,0,0
60.09987783804536,0,0,0
80.12110472097993,0,0,0
100.1423316039145,0,0,0
120.16355848684907,0,0,0
140.18478536978364,0,0,0
160.2060122527182,0,0,0
180.22723913565278,0,0,0
200.24846601858735,0,0,0
220.26969290152192,0,0,0
240.2909197844565,0,0,0
260.31214666739106,0,0,0
280.33337355032563,0,0,1
300.3546004332602,7,8,15
320.3758273161948,125,133,129
340.39705419912934,781,799,791
360.4182810820639,2653,2667,2719
380.4395079649985,4822,4798,4942
400.46073484793305,4806,4718,4929
420.4819617308676,2638,2703,2633
440.5031886138022,784,791,837
460.52441549673676,157,152,168
480.54564237967134,19,15,29
500.5668692626059,1,2,1
520.5880961455405,0,0,0
540.609323028475,0,0,0
560.6305499114096,0,0,0
580.6517767943442,6,135,45
600.6730036772788,6,134,56
620.6942305602133,5,141,49
640.7154574431479,1,156,60
660.7366843260825,4,148,48
680.757911209017,6,152,60
700.7791380919516,8,163,47
720.8003649748862,6,130,53
740.8215918578207,9,145,41
760.8428187407553,8,149,51
