Instrument,800N8573
Date,2023/02/23
Time,12:31:43
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),43.05s
Phase Count,3
eV Channel Start,0.9836397171020508,-0.07759592682123184,0.6464519500732422
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
 
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
 
RESULTS:
12,MgO,0.6325,0.2845
13,Al2O3,0.9116,0.0952
14,SiO2,0.8589,0.045
15,P,0.0259,0.0079
16,S,1.3285,0.011
17,Cl,0.0,0.0027
19,K2O,0.0891,0.0057
20,Ca,0.0418,0.0058
22,Ti,0.2109,0.0741
23,V,0.0,0.0059
24,Cr,17.8623,0.0406
25,Mn,1.2339,0.0283
26,Fe,40.0898,0.0433
27,Co,0.238,0.005
28,Ni,4.7126,0.027
29,Cu,0.8683,0.0039
30,Zn,0.0069,0.001
31,Ga,0.0002,0.001
33,As,0.0572,0.0066
34,Se,0.0,0.0003
37,Rb,0.002,0.0004
38,Sr,0.0,0.0005
39,Y,0.0,0.0004
40,Zr,0.0039,0.0006
41,Nb,0.0033,0.0004
42,Mo,1.2017,0.0039
45,Rh,0.0,0.0004
47,Ag,0.0022,0.0024
48,Cd,0.002,0.0019
50,Sn,0.0,0.0022
51,Sb,0.0012,0.0018
52,Te,0.0003,0.0016
56,Ba,0.0026,0.0028
57,La,0.0,0.0095
58,Ce,0.0011,0.0088
72,Hf,0.0,0.0025
73,Ta,0.0,0.0047
74,W,0.2411,0.0027
78,Pt,0.0,0.0016
80,Hg,0.0,0.0008
81,Tl,0.0018,0.0015
82,Pb,0.0,0.0038
83,Bi,0.0109,0.0015
90,Th,0.0,0.0021
92,U,0.0011,0.0007
 
SPECTRA:
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.9836397171020508,0,0,0
20.966864585876465,0,0,0
40.95008945465088,0,0,0
60.93331432342529,0,0,0
80.9165391921997,0,0,0
100.89976406097412,0,0,0
120.88298892974854,0,0,0
140.86621379852295,0,0,0
160.84943866729736,0,0,0
180.83266353607178,0,0,0
200.8158884048462,0,0,0
220.7991132736206,0,0,0
240.78233814239502,0,0,0
260.76556301116943,0,0,0
280.74878787994385,0,1,0
300.73201274871826,4,4,1
320.7152376174927,32,45,19
340.6984624862671,230,247,135
360.6816873550415,768,1190,493
380.6649122238159,1401,2141,879
400.64813709259033,1388,2086,885
420.63136196136475,679,1152,434
440.61458683013916,199,314,139
