Instrument,800N8573
Date,2023/02/23
Time,16:01:52
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),41.27s
Temperature (Detector),-27.0 C
Temperature (Ambient),49.56 C
Phase Count,3
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,MgO,0.4721,0.2141
13,Al2O3,14.3282,0.1831
14,SiO2,40.1984,0.1919
15,P,0.022,0.0059
16,S,0.0517,0.0031
17,Cl,0.0,0.0026
19,K2O,0.2776,0.0056
20,Ca,0.172,0.0038
22,Ti,0.6883,0.1385
23,V,0.0171,0.006
24,Cr,0.0715,0.0037
25,Mn,0.0594,0.004
26,Fe,23.8378,0.025
27,Co,0.0,0.0041
28,Ni,0.0556,0.0019
29,Cu,0.0804,0.0014
30,Zn,0.0033,0.0005
31,Ga,0.0012,0.0004
33,As,0.0,0.0015
34,Se,0.0003,0.0001
37,Rb,0.0021,0.0002
38,Sr,0.0028,0.0003
39,Y,0.0007,0.0002
40,Zr,0.0123,0.0003
41,Nb,0.0005,0.0001
42,Mo,0.0123,0.0004
45,Rh,0.0,0.0004
46,Pd,0.0,0.0005
48,Cd,0.0005,0.0006
50,Sn,0.0,0.0026
51,Sb,0.0,0.0007
52,Te,0.0025,0.0014
56,Ba,0.028,0.0035
57,La,0.0,0.0099
58,Ce,0.0088,0.0053
72,Hf,0.0,0.0027
73,Ta,0.0,0.0031
74,W,0.0006,0.001
80,Hg,0.0005,0.0007
81,Tl,0.0003,0.0004
82,Pb,0.0,0.0009
83,Bi,0.0062,0.0004
90,Th,0.0007,0.0003
92,U,0.0008,0.0003
 
 
SPECTRA:
eV Channel Start,-0.20010051131248474,-0.002402587328106165,0.9950289726257324
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
-0.20010051131248474,0,0,0
19.78312435746193,0,0,0
39.76634922623634,0,0,0
59.74957409501076,0,0,0
79.73279896378517,0,0,0
99.71602383255959,0,0,0
119.699248701334,0,0,0
139.6824735701084,0,0,0
159.66569843888283,0,0,0
179.64892330765724,0,0,0
199.63214817643166,0,0,0
219.61537304520607,0,0,0
239.59859791398048,0,0,0
259.5818227827549,0,0,0
279.5650476515293,0,0,0
299.5482725203037,3,3,1
319.53149738907814,26,42,27
339.51472225785255,274,284,195
359.49794712662697,913,1155,791
379.4811719954014,1714,2294,1425
399.4643968641758,1762,2328,1326
419.4476217329502,938,1115,710
439.4308466017246,266,311,181
459.41407147049904,26,46,25
479.39729633927345,4,6,7
499.38052120804787,0,0,2
519.3637460768223,0,0,0
539.3469709455967,0,0,1
559.3301958143711,0,1,1
579.3134206831455,47,111,11
599.2966455519199,60,96,20
619.2798704206944,62,123,17
639.2630952894688,77,118,22
659.2463201582432,58,105,23
679.2295450270176,55,106,20
699.212769895792,62,99,17
719.1959947645664,58,102,18
739.1792196333408,65,93,26
759.1624445021152,55,104,18
779.1456693708897,53,94,21
799.1288942396641,52,95,17
819.1121191084385,68,93,26
839.0953439772129,57,85,22
859.0785688459873,59,93,28
879.0617937147617,42,107,36
899.0450185835361,52,106,35
919.0282434523106,57,96,60
939.011468321085,55,107,78
958.9946931898594,69,101,69
978.9779180586338,66,105,44
998.9611429274082,50,102,36
1018.9443677961826,50,123,33
1038.927592664957,52,99,33
1058.9108175337315,50,104,51
1078.8940424025059,45,95,55
1098.8772672712803,61,113,54
1118.8604921400547,58,97,40
1138.8437170088291,57,106,38
1158.8269418776035,54,76,45
1178.810166746378,53,77,48
1198.7933916151524,53,89,64
1218.7766164839268,65,76,40
1238.7598413527012,47,83,57
1258.7430662214756,38,96,50
1278.72629109025,44,88,43
1298.7095159590244,49,83,46
1318.6927408277988,48,95,50
1338.6759656965733,44,78,29
1358.6591905653477,39,92,33
1378.642415434122,51,61,54
1398.6256403028965,55,83,169
1418.608865171671,59,71,417
1438.5920900404453,69,106,845
1458.5753149092197,87,86,1386
1478.5585397779942,89,86,1751
1498.5417646467686,84,104,1587
1518.524989515543,82,82,1035
1538.5082143843174,60,81,585
1558.4914392530918,48,81,331
1578.4746641218662,51,82,186
1598.4578889906406,44,77,132
1618.441113859415,34,87,202
1638.4243387281895,46,81,535
1658.4075635969639,60,77,1545
1678.3907884657383,82,91,3809
1698.3740133345127,118,107,7535
1718.3572382032871,163,116,11078
1738.3404630720615,178,111,12173
1758.323687940836,131,113,10139
1778.3069128096104,111,95,6614
1798.2901376783848,92,100,3376
1818.2733625471592,57,77,1720
1838.2565874159336,50,81,972
1858.239812284708,47,85,583
1878.2230371534824,49,84,334
1898.2062620222569,49,110,214
1918.1894868910313,29,92,128
1938.1727117598057,37,89,110
1958.15593662858,52,98,111
1978.1391614973545,56,72,86
1998.122386366129,28,79,84
2018.1056112349033,36,96,101
2038.0888361036777,43,87,76
2058.072060972452,29,75,90
2078.0552858412266,38,66,69
2098.038510710001,37,92,57
2118.0217355787754,36,79,69
2138.00496044755,38,89,69
2157.9881853163242,38,68,60
2177.9714101850986,45,89,81
2197.954635053873,34,87,80
2217.9378599226475,40,82,97
2237.921084791422,43,80,123
2257.9043096601963,40,63,151
2277.8875345289707,35,82,196
2297.870759397745,41,80,209
2317.8539842665195,33,82,275
2337.837209135294,25,71,271
2357.8204340040684,27,77,222
2377.803658872843,35,75,210
2397.786883741617,38,90,193
2417.7701086103916,28,81,161
2437.753333479166,39,86,154
2457.7365583479404,27,82,151
2477.719783216715,30,76,155
2497.7030080854893,23,63,172
2517.6862329542637,31,84,184
2537.669457823038,39,69,227
2557.6526826918125,34,62,256
2577.635907560587,26,70,347
2597.6191324293613,27,79,527
2617.6023572981358,34,83,924
2637.58558216691,34,95,1527
2657.5688070356846,34,81,2375
2677.552031904459,31,74,3032
2697.5352567732334,30,91,3339
2717.518481642008,29,79,3053
2737.5017065107822,27,77,2454
2757.4849313795567,36,65,1830
2777.468156248331,47,63,1575
2797.4513811171055,29,77,1650
2817.43460598588,39,68,1890
2837.4178308546543,32,83,2015
2857.4010557234287,35,79,1937
2877.384280592203,46,78,1750
2897.3675054609776,49,67,1659
2917.350730329752,71,79,1746
2937.3339551985264,75,75,1892
2957.317180067301,89,94,1957
2977.300404936075,67,88,1722
2997.2836298048496,39,84,1346
3017.266854673624,49,68,983
3037.2500795423985,31,70,734
3057.233304411173,30,68,459
3077.2165292799473,28,66,358
3097.1997541487217,23,78,338
3117.182979017496,28,69,334
3137.1662038862705,30,54,404
3157.149428755045,40,61,401
3177.1326536238194,44,63,443
3197.1158784925938,63,70,468
3217.099103361368,60,83,445
3237.0823282301426,121,118,525
3257.065553098917,140,111,796
3277.0487779676914,182,139,984
3297.032002836466,201,143,1190
3317.0152277052402,194,128,1225
3336.9984525740147,151,126,1078
3356.981677442789,101,95,822
3376.9649023115635,59,91,612
3396.948127180338,55,78,406
3416.9313520491123,55,76,318
3436.9145769178867,57,66,276
3456.897801786661,70,88,295
3476.8810266554356,97,97,317
3496.86425152421,98,113,319
3516.8474763929844,92,98,361
3536.830701261759,96,103,320
3556.813926130533,71,68,359
3576.7971509993076,62,80,385
3596.780375868082,77,78,396
3616.7636007368565,56,78,483
3636.746825605631,94,77,625
3656.7300504744053,82,83,880
3676.7132753431797,110,74,1016
3696.696500211954,143,76,1040
3716.6797250807285,107,75,926
3736.662949949503,93,78,699
3756.6461748182774,70,63,501
3776.629399687052,43,54,419
3796.612624555826,33,51,235
3816.5958494246006,29,51,200
3836.579074293375,19,44,202
3856.5622991621494,27,44,211
3876.545524030924,32,59,200
3896.5287488996983,17,51,223
3916.5119737684727,36,53,213
3936.495198637247,27,44,248
3956.4784235060215,30,45,289
3976.461648374796,37,47,291
3996.4448732435703,18,44,300
4016.4280981123447,36,61,348
4036.411322981119,33,47,368
4056.3945478498936,27,50,375
4076.377772718668,23,49,308
4096.360997587442,33,45,322
4116.344222456217,31,50,316
4136.327447324991,27,55,286
4156.310672193766,29,52,289
4176.29389706254,19,48,260
4196.2771219313145,27,50,268
4216.260346800089,20,46,283
4236.243571668863,25,48,314
4256.226796537638,27,34,337
4276.210021406412,33,54,298
4296.1932462751865,25,36,315
4316.176471143961,19,47,367
4336.159696012735,30,43,399
4356.14292088151,43,39,453
4376.126145750284,66,51,555
4396.109370619059,128,55,949
4416.092595487833,227,73,1657
4436.075820356607,458,117,2921
4456.059045225382,677,172,4428
4476.042270094156,976,204,6386
4496.025494962931,1210,236,7763
4516.008719831705,1215,268,8074
4535.9919447004795,1058,279,7330
4555.975169569254,887,207,5883
4575.958394438028,714,173,4178
4595.941619306803,494,147,2765
4615.924844175577,456,128,1827
4635.908069044352,431,119,1423
4655.891293913126,415,135,1213
4675.8745187819,379,119,1069
4695.857743650675,290,99,931
4715.840968519449,231,73,794
4735.824193388224,139,66,673
4755.807418256998,101,49,593
4775.7906431257725,65,44,544
4795.773867994547,55,47,528
4815.757092863321,80,53,634
4835.740317732096,74,56,764
4855.72354260087,122,58,965
4875.706767469645,204,56,1125
4895.689992338419,210,82,1467
4915.673217207193,286,107,1809
4935.656442075968,295,90,1884
4955.639666944742,284,78,1801
4975.622891813517,214,74,1649
4995.606116682291,183,70,1273
5015.589341551065,119,29,1014
5035.57256641984,79,41,711
5055.555791288614,54,30,595
5075.539016157389,44,34,495
5095.522241026163,32,40,516
5115.5054658949375,41,26,459
5135.488690763712,40,30,496
5155.471915632486,44,32,516
5175.455140501261,33,31,502
5195.438365370035,41,34,519
5215.42159023881,47,47,503
5235.404815107584,62,40,536
5255.388039976358,70,22,574
5275.371264845133,73,37,613
5295.354489713907,99,46,669
5315.337714582682,144,39,844
5335.320939451456,177,51,971
5355.3041643202305,240,72,1144
5375.287389189005,300,83,1432
5395.270614057779,307,100,1568
5415.253838926554,338,109,1699
5435.237063795328,342,90,1641
5455.220288664103,253,88,1407
5475.203513532877,185,73,1233
5495.186738401651,143,59,947
5515.169963270426,123,37,746
5535.1531881392,70,39,621
5555.136413007975,63,37,597
5575.119637876749,42,29,552
5595.102862745523,46,31,524
5615.086087614298,51,24,487
5635.069312483072,46,29,495
5655.052537351847,39,28,484
5675.035762220621,39,24,486
5695.0189870893955,36,22,510
5715.00221195817,38,21,450
5734.985436826944,31,21,467
5754.968661695719,50,25,504
5774.951886564493,58,31,549
5794.935111433268,62,33,599
5814.918336302042,83,30,665
5834.901561170816,138,37,753
5854.884786039591,156,43,844
5874.868010908365,198,60,925
5894.85123577714,226,53,1019
5914.834460645914,207,59,995
5934.8176855146885,203,55,1039
5954.800910383463,177,60,920
5974.784135252237,155,57,853
5994.767360121012,143,45,788
6014.750584989786,116,39,732
6034.733809858561,150,34,639
6054.717034727335,126,27,665
6074.700259596109,161,43,678
6094.683484464884,161,50,743
6114.666709333658,183,50,806
6134.649934202433,232,62,791
6154.633159071207,279,67,990
6174.6163839399815,371,96,1105
6194.599608808756,581,95,1301
6214.58283367753,964,218,2089
6234.566058546305,1943,399,3808
6254.549283415079,4272,801,7029
6274.5325082838535,8655,1670,14204
6294.515733152628,16994,3256,27179
6314.498958021402,29457,5907,48552
6334.482182890177,46360,9421,77128
6354.465407758951,65896,13407,109652
6374.448632627726,82790,17186,139736
6394.4318574965,92871,19229,158709
6414.415082365274,92044,19768,159536
6434.398307234049,81559,17301,142572
6454.381532102823,64278,13910,113815
6474.364756971598,45018,9733,81397
6494.347981840372,28420,6053,52380
6514.3312067091465,15855,3493,30025
6534.314431577921,8177,1803,15927
6554.297656446695,3902,837,7933
6574.28088131547,1881,361,4197
6594.264106184244,873,205,2218
6614.247331053019,525,94,1367
6634.230555921793,337,75,1044
6654.213780790567,269,57,847
6674.197005659342,231,71,691
6694.180230528116,209,62,706
6714.163455396891,208,62,684
6734.146680265665,200,49,614
6754.1299051344395,228,55,673
6774.113130003214,230,68,684
6794.096354871988,277,69,770
6814.079579740763,303,68,877
6834.062804609537,366,82,915
6854.0460294783115,435,98,1049
6874.029254347086,650,135,1219
6894.01247921586,875,197,1680
