Instrument,800N8573
Date,2023/03/08
Time,10:50:11
Assay #,0003
Application,Geo
Method,Geo
Assay Duration (set),60s
Assay Duration (total actual),72.15s
Temperature (Detector),-27.0 C
Temperature (Ambient),52.06 C
Phase Count,3
Phases,"Phase 1(20s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(20s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(20s): 15.0kV, 32.5uA (No Filter)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,MgO,0.4638,0.1994
13,Al2O3,0.9025,0.0677
14,SiO2,0.7719,0.0311
15,P,0.0369,0.0055
16,S,1.3317,0.0078
17,Cl,0.0,0.0019
19,K2O,0.0953,0.0039
20,Ca,0.0509,0.004
22,Ti,0.2076,0.0523
23,V,0.0,0.0041
24,Cr,17.8739,0.0286
25,Mn,1.237,0.02
26,Fe,39.9672,0.0306
27,Co,0.214,0.0035
28,Ni,4.69,0.019
29,Cu,0.8715,0.0028
30,Zn,0.0075,0.0007
31,Ga,0.0,0.0008
33,As,0.0535,0.0046
34,Se,0.0,0.0002
37,Rb,0.0019,0.0003
38,Sr,0.0004,0.0003
39,Y,0.0003,0.0003
40,Zr,0.0028,0.0004
41,Nb,0.0032,0.0003
42,Mo,1.1849,0.0027
45,Rh,0.0,0.0003
46,Pd,0.0,0.0002
48,Cd,0.0,0.0013
50,Sn,0.0,0.0016
51,Sb,0.0004,0.0013
52,Te,0.0021,0.0012
56,Ba,0.0005,0.0019
57,La,0.0,0.0066
58,Ce,0.0153,0.0062
72,Hf,0.0,0.0018
73,Ta,0.0,0.0036
74,W,0.2251,0.0019
78,Pt,0.0,0.0011
79,Au,0.0012,0.0003
80,Hg,0.0,0.0006
81,Tl,0.0022,0.0011
82,Pb,0.0,0.0026
83,Bi,0.0123,0.0011
90,Th,0.0,0.0015
92,U,0.0006,0.0005
 
 
SPECTRA:
eV Channel Start,0.41889330744743347,-0.12766176462173462,0.6751463413238525
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.41889330744743347,0,0,0
20.402118176221848,0,0,0
40.38534304499626,0,0,0
60.368567913770676,0,0,0
80.35179278254509,0,0,0
100.3350176513195,0,0,0
120.31824252009392,0,0,0
140.30146738886833,0,0,0
160.28469225764275,0,0,0
180.26791712641716,0,0,0
200.25114199519157,0,0,0
220.234366863966,0,0,0
240.2175917327404,0,0,0
260.2008166015148,0,0,0
280.18404147028923,1,0,0
300.16726633906364,6,5,2
320.15049120783806,67,91,44
340.1337160766125,390,563,303
360.1169409453869,1654,2300,918
380.1001658141613,2971,4695,1854
400.0833906829357,2943,4515,1846
420.06661555171013,1531,2321,883
440.04984042048454,405,651,231
460.03306528925896,57,75,63
480.01629015803337,10,9,12
499.9995150268078,3,2,1
519.9827398955822,1,1,4
539.9659647643566,3,0,2
559.949189633131,0,0,4
579.9324145019054,139,167,56
599.9156393706799,121,161,67
619.8988642394543,130,156,75
639.8820891082287,121,199,64
659.8653139770031,120,178,70
679.8485388457775,124,141,50
699.8317637145519,128,158,46
719.8149885833263,129,150,42
739.7982134521008,120,170,47
759.7814383208752,132,153,45
779.7646631896496,130,165,41
799.747888058424,119,165,53
819.7311129271984,143,147,38
839.7143377959728,126,158,41
859.6975626647472,117,178,46
879.6807875335217,135,169,51
899.6640124022961,123,167,55
919.6472372710705,102,156,70
939.6304621398449,110,161,81
959.6136870086193,142,185,90
979.5969118773937,138,159,64
999.5801367461681,104,159,50
1019.5633616149426,134,143,48
1039.546586483717,126,152,53
1059.5298113524914,132,141,57
1079.5130362212658,117,151,66
