Instrument,900G7741
Date,2023/05/03
Time,15:06:10
Assay #,0001
Application,Alloys 2
Method,Auto
Assay Duration (set),5s
Assay Duration (total actual),24.69s
Temperature (Detector),-27.0 C
Temperature (Ambient),34.33 C
Phase Count,2
Phases,"Phase 1(5s): 40.0kV, 7.75uA (Ti:25um/Al:300um)","Phase 2(0s): 15.0kV, 15.55uA (No Filter)",
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
3,Li,0.0,100.0
4,Be,0.0,100.0
6,C,0.0,100.0
12,Mg,0.0,100.0
13,Al,0.0,0.1081
14,Si,0.4102,0.0343
15,P,0.0171,0.0072
16,S,0.0,0.0144
22,Ti,0.0,0.0037
23,V,0.0448,0.0128
24,Cr,22.9547,0.0938
25,Mn,1.2864,0.049
26,Fe,66.2767,0.2277
27,Co,0.0904,0.0415
28,Ni,5.5143,0.0673
29,Cu,0.0766,0.0102
30,Zn,0.0,100.0
33,As,0.0,100.0
34,Se,0.0,100.0
37,Rb,0.0,100.0
38,Sr,0.0,100.0
39,Y,0.0,100.0
40,Zr,0.0,0.0028
41,Nb,0.0,0.0032
42,Mo,3.3002,0.0227
44,Ru,0.0,100.0
45,Rh,0.0,100.0
46,Pd,0.0,100.0
47,Ag,0.0,100.0
48,Cd,0.0,100.0
49,In,0.0,100.0
50,Sn,0.0,0.0218
51,Sb,0.0,100.0
52,Te,0.0,100.0
72,Hf,0.0,100.0
73,Ta,0.0,0.008
74,W,0.0215,0.0088
75,Re,0.0,100.0
76,Os,0.0,100.0
77,Ir,0.0,100.0
78,Pt,0.0,100.0
79,Au,0.0,100.0
82,Pb,0.0073,0.0126
83,Bi,0.0,100.0
92,U,0.0,100.0
 
 
SPECTRA:
eV Channel Start,-0.3794216513633728,0.4890158772468567,
eV per Channel,20.019672393798828,20.019672393798828,
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
-0.3794216513633728,0,0,
19.640250742435455,0,0,
39.65992313623428,0,0,
59.67959553003311,0,0,
79.69926792383194,0,0,
99.71894031763077,0,0,
119.7386127114296,0,0,
139.75828510522842,0,0,
159.77795749902725,0,0,
179.79762989282608,0,0,
199.8173022866249,0,0,
219.83697468042374,0,0,
239.85664707422256,0,0,
259.8763194680214,0,0,
279.8959918618202,0,1,
299.91566425561905,4,15,
319.9353366494179,33,87,
339.9550090432167,147,390,
359.97468143701553,474,1119,
379.99435383081436,824,1997,
400.0140262246132,863,1942,
420.033698618412,488,1083,
440.05337101221085,149,361,
460.0730434060097,30,76,
480.0927157998085,4,11,
500.11238819360733,0,2,
520.1320605874062,0,0,
540.151732981205,0,0,
560.1714053750038,1,0,
580.1910777688026,0,0,
600.2107501626015,0,1,
620.2304225564003,0,0,
640.2500949501991,0,0,
660.269767343998,0,0,
680.2894397377968,7,22,
700.3091121315956,14,12,
720.3287845253944,15,13,
740.3484569191933,9,10,
760.3681293129921,13,14,
780.3878017067909,9,12,
800.4074741005898,4,14,
820.4271464943886,8,14,
