Instrument,800N8573
Date,2023/02/23
Time,12:15:14
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),42.57s
Phase Count,3
eV Channel Start,0.3877064287662506,0.17223739624023438,0.5904422998428345
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
""
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
Energy (eV)
0.3877064287662506,0,0,0
20.370931297540665,0,0,0
40.35415616631508,0,0,0
60.33738103508949,0,0,0
80.3206059038639,0,0,0
100.30383077263832,0,0,0
120.28705564141273,0,0,0
140.27028051018715,0,0,0
160.25350537896156,0,0,0
180.23673024773598,0,0,0
200.2199551165104,0,0,0
220.2031799852848,0,0,0
240.18640485405922,0,0,0
260.16962972283363,0,0,0
280.15285459160805,0,0,0
300.13607946038246,4,2,1
320.1193043291569,28,46,21
340.1025291979313,211,285,139
360.0857540667057,785,1125,473
380.0689789354801,1402,2132,907
400.05220380425453,1401,2203,883
420.03542867302895,759,1056,464
440.01865354180336,188,295,109
460.0018784105778,29,36,19
479.9851032793522,3,2,5
499.9683281481266,1,2,1
519.951553016901,0,1,0
539.9347778856754,3,0,1
559.9180027544498,1,1,0
579.9012276232243,51,63,41
599.8844524919987,59,77,33
619.8676773607731,53,83,27
639.8509022295475,56,91,38
659.8341270983219,58,62,28
679.8173519670963,50,83,24
699.8005768358707,61,67,29
719.7838017046452,52,87,15
739.7670265734196,60,86,28
759.750251442194,59,93,19
779.7334763109684,63,83,18
799.7167011797428,60,75,18
819.6999260485172,55,79,25
839.6831509172916,61,78,25
859.666375786066,50,66,38
879.6496006548405,66,83,20
899.6328255236149,79,64,31
919.6160503923893,64,83,36
939.5992752611637,51,62,41
959.5825001299381,45,74,37
979.5657249987125,44,79,28
999.548949867487,76,78,29
1019.5321747362614,55,69,24
1039.5153996050358,66,76,29
1059.4986244738102,53,71,26
1079.4818493425846,49,88,26
1099.465074211359,61,73,24
1119.4482990801334,54,79,27
1139.4315239489079,46,69,26
1159.4147488176823,39,60,27
1179.3979736864567,50,58,32
1199.381198555231,43,82,33
1219.3644234240055,58,70,34
1239.34764829278,61,81,37
1259.3308731615543,36,61,30
1279.3140980303288,51,60,32
1299.2973228991032,40,59,30
1319.2805477678776,38,55,22
1339.263772636652,38,54,16
1359.2469975054264,44,53,23
1379.2302223742008,48,55,23
1399.2134472429752,30,72,14
1419.1966721117496,50,61,39
1439.179896980524,57,67,69
1459.1631218492985,74,67,78
1479.146346718073,67,68,103
1499.1295715868473,77,65,91
1519.1127964556217,47,72,63
1539.0960213243961,38,58,59
1559.0792461931705,47,59,34
1579.062471061945,44,68,30
1599.0456959307194,38,57,33
1619.0289207994938,30,56,34
1639.0121456682682,18,55,35
1658.9953705370426,27,49,39
1678.978595405817,33,51,111
1698.9618202745914,37,44,132
1718.9450451433659,43,50,236
1738.9282700121403,40,49,232
1758.9114948809147,33,52,201
1778.894719749689,42,44,161
1798.8779446184635,48,60,104
1818.861169487238,48,62,55
1838.8443943560123,39,53,87
1858.8276192247868,40,55,54
1878.8108440935612,47,63,49
1898.7940689623356,41,54,51
1918.77729383111,46,51,79
1938.7605186998844,40,48,66
1958.7437435686588,39,60,77
1978.7269684374332,37,54,103
1998.7101933062077,43,52,114
2018.693418174982,37,59,116
2038.6766430437565,32,41,136
2058.659867912531,35,58,83
2078.6430927813053,40,50,102
2098.6263176500797,33,59,87
2118.609542518854,33,59,88
2138.5927673876286,35,45,92
2158.575992256403,49,54,103
2178.5592171251774,46,49,141
2198.542441993952,51,59,241
2218.525666862726,44,65,524
2238.5088917315006,75,60,899
2258.492116600275,89,80,1461
2278.4753414690495,130,99,1804
2298.458566337824,137,78,1885
2318.4417912065983,121,103,1783
2338.4250160753727,102,105,1459
2358.408240944147,102,75,1295
2378.3914658129215,116,79,1166
2398.374690681696,106,77,1193
2418.3579155504704,88,85,1000
2438.3411404192448,77,64,714
2458.324365288019,60,64,525
2478.3075901567936,51,69,336
2498.290815025568,45,69,318
2518.2740398943424,54,43,239
2538.257264763117,49,47,247
2558.2404896318913,42,51,294
2578.2237145006657,54,57,364
2598.20693936944,58,49,465
2618.1901642382145,43,47,603
2638.173389106989,63,61,774
2658.1566139757633,46,49,1029
2678.1398388445377,32,47,1224
2698.123063713312,46,49,1267
2718.1062885820866,45,53,1100
2738.089513450861,35,58,929
2758.0727383196354,33,47,647
2778.05596318841,36,47,548
2798.039188057184,30,44,565
2818.0224129259586,39,49,613
2838.005637794733,37,47,707
2857.9888626635075,54,44,680
2877.972087532282,56,51,654
2897.9553124010563,64,52,661
2917.9385372698307,54,56,798
2937.921762138605,84,55,913
2957.9049870073795,86,71,1026
2977.888211876154,83,61,897
2997.8714367449284,57,52,720
3017.854661613703,48,40,511
3037.837886482477,48,51,292
3057.8211113512516,36,53,197
3077.804336220026,42,46,137
3097.7875610888004,30,42,136
3117.770785957575,37,45,153
3137.7540108263493,37,44,181
3157.7372356951237,47,51,206
3177.720460563898,56,50,235
3197.7036854326725,77,65,239
3217.686910301447,88,80,267
3237.6701351702213,149,93,323
3257.6533600389957,185,99,393
3277.63658490777,193,139,473
3297.6198097765446,216,124,451
3317.603034645319,193,107,498
3337.5862595140934,140,87,446
3357.569484382868,96,82,413
3377.552709251642,73,74,372
3397.5359341204166,58,50,344
3417.519158989191,62,62,335
3437.5023838579655,87,68,337
3457.48560872674,116,92,374
3477.4688335955143,134,74,439
3497.4520584642887,147,92,457
3517.435283333063,148,91,471
3537.4185082018375,107,70,460
3557.401733070612,151,76,473
3577.3849579393864,131,71,558
3597.368182808161,169,69,586
3617.351407676935,194,114,714
3637.3346325457096,219,100,881
3657.317857414484,298,126,963
3677.3010822832584,285,112,918
3697.284307152033,277,135,885
3717.2675320208073,197,89,804
3737.2507568895817,143,64,644
3757.233981758356,101,67,557
3777.2172066271305,57,48,516
3797.200431495905,46,47,505
3817.1836563646793,39,49,475
3837.1668812334538,49,30,460
3857.150106102228,41,44,467
3877.1333309710026,47,39,462
3897.116555839777,49,42,440
3917.0997807085514,46,47,455
3937.083005577326,44,30,419
3957.0662304461002,36,32,436
3977.0494553148746,30,32,431
3997.032680183649,44,34,431
4017.0159050524235,37,36,411
4036.999129921198,46,46,406
4056.9823547899723,37,45,401
4076.9655796587467,37,47,409
4096.948804527521,54,35,386
4116.932029396296,59,57,399
4136.91525426507,69,45,419
4156.898479133844,80,51,409
4176.881704002619,72,56,368
4196.864928871393,87,49,390
4216.848153740168,68,43,364
4236.831378608942,67,50,360
4256.814603477716,66,50,310
4276.797828346491,59,34,297
4296.781053215265,35,42,266
4316.76427808404,56,40,235
4336.747502952814,51,41,241
4356.7307278215885,47,42,210
4376.713952690363,35,45,207
4396.697177559137,47,56,212
4416.680402427912,45,31,257
4436.663627296686,65,39,235
4456.646852165461,57,45,215
4476.630077034235,62,44,244
4496.613301903009,66,44,247
4516.596526771784,82,38,264
4536.579751640558,95,49,259
4556.562976509333,126,61,304
4576.546201378107,199,78,394
4596.5294262468815,223,87,468
4616.512651115656,334,103,505
4636.49587598443,354,131,648
4656.479100853205,390,140,591
4676.462325721979,352,117,578
4696.445550590754,293,104,506
4716.428775459528,222,90,459
4736.412000328302,133,66,364
4756.395225197077,115,48,277
4776.378450065851,79,47,218
4796.361674934626,70,45,198
4816.3448998034,54,39,225
4836.328124672174,78,32,220
4856.311349540949,71,45,220
4876.294574409723,85,39,230
4896.277799278498,88,36,311
4916.261024147272,105,51,304
4936.2442490160465,111,55,374
4956.227473884821,107,54,378
4976.210698753595,107,35,366
4996.19392362237,116,44,365
5016.177148491144,97,50,323
5036.160373359919,80,41,307
5056.143598228693,97,49,301
5076.126823097467,87,42,303
5096.110047966242,96,42,297
5116.093272835016,112,47,355
5136.076497703791,116,47,362
5156.059722572565,140,73,386
5176.0429474413395,137,65,402
5196.026172310114,193,75,503
5216.009397178888,272,106,661
5235.992622047663,469,143,1062
5255.975846916437,865,274,1743
5275.959071785212,1911,521,3673
5295.942296653986,3945,1082,7438
5315.92552152276,7989,2166,14995
5335.908746391535,14094,3917,27048
5355.891971260309,22446,6101,42983
5375.875196129084,31395,8598,60580
5395.858420997858,38526,10639,74563
5415.8416458666325,40870,11519,80721
5435.824870735407,38896,11083,76456
5455.808095604181,31400,9174,63150
5475.791320472956,22486,6680,46122
5495.77454534173,14304,4137,29718
5515.7577702105045,7934,2220,17079
5535.740995079279,4060,1143,9057
5555.724219948053,1886,536,4713
5575.707444816828,946,264,2462
5595.690669685602,489,142,1459
5615.673894554377,310,84,991
5635.657119423151,277,71,747
5655.640344291925,215,68,680
5675.6235691607,250,64,548
5695.606794029474,215,66,543
5715.590018898249,233,87,550
5735.573243767023,284,101,603
5755.5564686357975,346,106,734
5775.539693504572,524,165,973
5795.522918373346,812,227,1457
5815.506143242121,1322,400,2328
5835.489368110895,2236,636,3776
5855.47259297967,3491,962,5695
5875.455817848444,4876,1386,7917
5895.439042717218,6330,1847,10705
5915.422267585993,7491,2164,12810
5935.405492454767,7895,2416,13735
5955.388717323542,7675,2137,13102
5975.371942192316,6469,1951,11813
5995.3551670610905,5128,1521,9247
6015.338391929865,3558,1071,6661
6035.321616798639,2160,689,4352
6055.304841667414,1314,398,2646
6075.288066536188,759,211,1592
6095.2712914049625,474,152,981
6115.254516273737,343,90,641
6135.237741142511,253,101,575
6155.220966011286,286,94,533
6175.20419088006,385,94,602
6195.187415748835,490,134,797
6215.170640617609,848,211,1232
6235.153865486383,1828,446,2222
6255.137090355158,3799,975,4545
6275.120315223932,7847,1929,9162
6295.103540092707,15419,3726,17997
6315.086764961481,27066,6956,32052
6335.0699898302555,43049,10892,51265
6355.05321469903,60422,15468,73027
6375.036439567804,76620,19723,92753
6395.019664436579,85269,22341,104417
6415.002889305353,84664,22735,105773
6434.986114174128,75492,20163,94743
6454.969339042902,59298,15800,75421
6474.952563911676,41677,11175,54508
6494.935788780451,26270,7252,34733
6514.919013649225,14863,3993,20741
6534.902238518,7878,2148,11340
6554.885463386774,3884,1003,6054
6574.8686882555485,1892,442,3006
6594.851913124323,968,232,1783
6614.835137993097,555,138,1064
6634.818362861872,408,86,823
6654.801587730646,268,82,565
6674.784812599421,224,71,470
6694.768037468195,230,63,403
6714.751262336969,213,81,361
6734.734487205744,185,69,362
6754.717712074518,174,71,373
6774.700936943293,254,61,367
6794.684161812067,253,84,419
6814.667386680841,259,94,440
6834.650611549616,357,103,503
6854.63383641839,433,122,632
6874.617061287165,526,166,728
6894.600286155939,832,202,1008
6914.5835110247135,1292,321,1529
6934.566735893488,2137,531,2269
6954.549960762262,3377,891,3644
6974.533185631037,5298,1318,5761
6994.516410499811,7596,1995,8358
7014.499635368586,10021,2678,11010
7034.48286023736,12073,3296,13427
7054.466085106134,13162,3566,14960
7074.449309974909,12648,3587,14743
7094.432534843683,11128,3149,12847
7114.415759712458,8780,2412,10472
7134.398984581232,6298,1778,7649
7154.3822094500065,4148,1167,5107
7174.365434318781,2522,680,3117
7194.348659187555,1352,380,1751
7214.33188405633,702,191,1009
7234.315108925104,318,95,549
7254.298333793879,176,67,325
7274.281558662653,163,39,204
7294.264783531427,168,43,208
7314.248008400202,205,53,273
7334.231233268976,445,102,432
7354.214458137751,844,182,753
7374.197683006525,1424,320,1279
7394.180907875299,2342,552,1922
7414.164132744074,3252,801,2787
7434.147357612848,4365,999,3754
7454.130582481623,5205,1240,4618
7474.113807350397,5507,1357,4905
7494.0970322191715,5391,1331,4898
7514.080257087946,4688,1127,4232
7534.06348195672,3599,917,3369
7554.046706825495,2692,720,2537
7574.029931694269,1693,425,1743
7594.013156563044,1046,269,1052
7613.996381431818,584,153,642
7633.979606300592,315,66,391
7653.962831169367,148,55,258
7673.946056038141,71,31,199
7693.929280906916,57,30,175
7713.91250577569,33,16,177
7733.8957306444645,37,21,157
7753.878955513239,26,16,160
7773.862180382013,24,13,137
7793.845405250788,33,13,151
7813.828630119562,18,18,142
7833.811854988337,17,12,113
7853.795079857111,18,10,128
7873.778304725885,22,8,106
7893.76152959466,33,13,120
7913.744754463434,36,16,112
7933.727979332209,39,17,120
7953.711204200983,58,25,115
7973.6944290697575,81,32,136
7993.677653938532,100,30,144
8013.660878807306,100,42,154
8033.644103676081,131,40,176
8053.627328544855,133,47,159
8073.6105534136295,151,51,183
8093.593778282404,127,35,208
8113.577003151178,139,49,229
8133.560228019953,161,57,258
8153.543452888727,243,60,285
8173.526677757502,356,93,391
8193.509902626276,508,106,508
8213.49312749505,647,155,618
8233.476352363825,760,197,679
8253.4595772326,932,240,825
8273.442802101374,958,246,875
8293.426026970148,851,236,835
8313.409251838923,754,223,730
8333.392476707697,553,151,583
8353.375701576471,377,115,443
8373.358926445246,285,83,359
8393.34215131402,162,59,250
8413.325376182795,132,45,161
8433.308601051569,77,27,149
8453.291825920343,55,13,104
8473.275050789118,22,12,112
8493.258275657892,28,15,84
8513.241500526667,16,9,102
8533.224725395441,19,8,80
8553.207950264215,20,6,85
8573.19117513299,11,12,80
8593.174400001764,13,9,89
8613.157624870539,17,11,113
8633.140849739313,10,20,143
8653.124074608088,16,17,145
8673.107299476862,20,22,165
8693.090524345636,16,17,194
8713.07374921441,22,13,199
8733.056974083185,10,18,192
8753.04019895196,17,8,175
8773.023423820734,9,17,181
8793.006648689508,19,9,185
8812.989873558283,13,18,149
8832.973098427057,20,13,159
8852.956323295832,15,7,131
8872.939548164606,30,24,159
8892.92277303338,32,12,116
8912.905997902155,27,20,127
8932.88922277093,19,17,121
8952.872447639704,31,10,124
8972.855672508478,22,8,111
8992.838897377253,19,17,130
9012.822122246027,22,7,129
9032.805347114801,21,14,166
9052.788571983576,15,10,132
9072.77179685235,12,10,178
9092.755021721125,12,8,184
9112.738246589899,14,7,165
9132.721471458673,16,13,177
9152.704696327448,11,16,164
9172.687921196222,10,11,161
9192.671146064997,17,5,162
9212.654370933771,11,17,126
9232.637595802546,11,9,147
9252.62082067132,18,7,143
9272.604045540094,12,8,129
9292.587270408869,17,12,150
9312.570495277643,14,9,149
9332.553720146418,16,8,173
9352.536945015192,13,10,149
9372.520169883966,8,11,168
9392.50339475274,13,10,155
9412.486619621515,8,11,145
9432.46984449029,13,12,133
9452.453069359064,7,9,128
9472.436294227839,9,8,107
9492.419519096613,11,12,107
9512.402743965387,22,11,91
9532.385968834162,10,10,129
9552.369193702936,18,15,96
9572.35241857171,17,16,91
9592.335643440485,26,11,119
9612.31886830926,29,16,105
9632.302093178034,31,18,119
9652.285318046808,21,24,137
9672.268542915583,22,19,112
9692.251767784357,36,27,126
9712.234992653131,42,31,124
9732.218217521906,32,21,145
9752.20144239068,34,22,119
9772.184667259455,26,16,120
9792.16789212823,21,20,124
9812.151116997004,33,16,140
9832.134341865778,25,11,131
9852.117566734552,23,9,126
9872.100791603327,16,11,124
9892.084016472101,19,9,130
9912.067241340876,16,13,138
9932.05046620965,10,12,104
9952.033691078424,17,15,115
9972.016915947199,30,11,124
9992.000140815973,19,8,123
10011.983365684748,30,9,146
10031.966590553522,21,14,135
10051.949815422297,22,10,163
10071.933040291071,26,11,162
10091.916265159845,24,14,149
10111.89949002862,20,9,133
10131.882714897394,24,10,151
10151.865939766169,24,11,124
10171.849164634943,16,6,130
10191.832389503717,18,16,111
