Instrument,800N11403
Date,2023/05/08
Time,10:16:51
Assay #,0004
Application,Li Index
Method,Li Index
Assay Duration (set),90s
Assay Duration (total actual),101.47s
Temperature (Detector),-27.0 C
Temperature (Ambient),35.22 C
Phase Count,3
Phases,"Phase 1(30s): 15.0kV, 39.6uA (No Filter)","Phase 2(30s): 50.0kV, 30.95uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(30s): 30.0kV, 43.55uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,Mg,0.2763,0.0449
13,Al,4.351,0.0302
14,Si,32.7101,0.0602
15,P,0.1302,0.0045
16,S,0.0561,0.0019
19,K,1.3401,0.0038
20,Ca,0.7604,0.0027
22,Ti,0.3247,0.0042
24,Cr,0.0072,0.0007
25,Mn,0.0387,0.0009
26,Fe,2.7925,0.0044
28,Ni,0.0,0.0002
29,Cu,0.0081,0.0001
30,Zn,0.0139,0.0006
31,Ga,0.0021,0.0005
37,Rb,0.1314,0.0005
38,Sr,0.0204,0.0002
40,Zr,0.0126,0.0003
41,Nb,0.1619,0.0005
50,Sn,0.073,0.0005
55,Cs,0.0287,0.0014
56,Ba,0.1044,0.0028
73,Ta,0.0005,0.0003
74,W,0.0,0.0007
81,Tl,0.0009,0.0002
82,Pb,0.0107,0.0004
100,Li_IDX,0.5613,0.0
 
 
SPECTRA:
eV Channel Start,0.2307443618774414,0.20408271253108978,0.22177836298942566
eV per Channel,20.055511474609375,20.055511474609375,20.055511474609375
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.2307443618774414,0,0,0
20.286255836486816,0,0,0
40.34176731109619,0,0,0
60.397278785705566,0,0,0
80.45279026031494,0,0,0
100.50830173492432,0,0,0
120.56381320953369,0,0,0
140.61932468414307,0,0,0
160.67483615875244,0,0,0
180.73034763336182,0,0,0
200.7858591079712,0,0,0
220.84137058258057,0,0,0
240.89688205718994,0,0,0
260.9523935317993,0,0,0
281.0079050064087,0,0,0
301.06341648101807,3,3,2
321.11892795562744,47,64,51
341.1744394302368,571,691,608
361.2299509048462,3167,3471,3278
381.28546237945557,6946,7769,7380
401.34097385406494,6784,7712,7334
421.3964853286743,3058,3361,3105
441.4519968032837,580,670,637
461.50750827789307,64,70,66
481.56301975250244,10,9,2
501.6185312271118,0,6,4
521.6740427017212,0,1,0
541.7295541763306,0,5,1
561.7850656509399,0,1,1
581.8405771255493,84,579,364
601.8960886001587,67,596,335
621.9516000747681,72,581,405
642.0071115493774,82,590,378
662.0626230239868,67,594,377
682.1181344985962,78,586,385
702.1736459732056,63,561,361
722.2291574478149,75,539,347
742.2846689224243,67,580,334
762.3401803970337,72,555,368
782.3956918716431,86,562,364
802.4512033462524,84,511,353
822.5067148208618,86,551,350
842.5622262954712,84,520,334
862.6177377700806,104,535,353
882.6732492446899,126,510,351
902.7287607192993,165,513,341
922.7842721939087,243,544,335
942.8397836685181,338,520,346
962.8952951431274,305,575,334
982.9508066177368,191,520,331
1003.0063180923462,149,479,325
1023.0618295669556,126,531,312
1043.117341041565,135,517,325
1063.1728525161743,169,485,291
1083.2283639907837,173,476,306
1103.283875465393,163,491,303
1123.3393869400024,131,479,311
1143.3948984146118,137,503,310
1163.4504098892212,152,477,294
1183.5059213638306,188,458,279
1203.56143283844,248,443,306
1223.6169443130493,244,489,251
1243.6724557876587,259,446,300
1263.727967262268,196,450,261
1283.7834787368774,160,459,261
1303.8389902114868,158,454,280
1323.8945016860962,97,462,273
1343.9500131607056,148,450,263
1364.005524635315,154,497,238
1384.0610361099243,281,413,227
1404.1165475845337,698,439,239
1424.172059059143,1728,431,240
1444.2275705337524,3665,464,293
1464.2830820083618,5733,482,300
1484.3385934829712,6520,492,330
1504.3941049575806,5450,456,317
1524.44961643219,3533,452,270
1544.5051279067993,2019,448,261
1564.5606393814087,1250,472,259
1584.616150856018,926,443,223
1604.6716623306274,852,412,217
1624.7271738052368,1467,393,236
1644.7826852798462,4769,457,285
1664.8381967544556,16197,437,353
1684.893708229065,41119,456,626
1704.9492197036743,77642,553,948
1725.0047311782837,107065,572,1189
1745.060242652893,107871,570,1227
1765.1157541275024,79513,526,926
1785.1712656021118,44214,472,623
1805.2267770767212,21069,452,355
1825.2822885513306,10032,417,302
1845.33780002594,5660,412,227
1865.3933115005493,3411,434,245
