Instrument,800N11403
Date,2023/05/08
Time,10:25:27
Assay #,0009
Application,Li Index
Method,Li Index
Assay Duration (set),90s
Assay Duration (total actual),100.12s
Temperature (Detector),-27.0 C
Temperature (Ambient),39.72 C
Phase Count,3
Phases,"Phase 1(30s): 15.0kV, 39.6uA (No Filter)","Phase 2(30s): 50.0kV, 30.95uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(30s): 30.0kV, 43.55uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,Mg,0.3172,0.0462
13,Al,4.4318,0.0305
14,Si,33.0229,0.0606
15,P,0.1236,0.0045
16,S,0.058,0.0019
19,K,1.3525,0.0038
20,Ca,0.7595,0.0027
22,Ti,0.3194,0.0042
24,Cr,0.0068,0.0007
25,Mn,0.0412,0.0009
26,Fe,2.8066,0.0044
28,Ni,0.0,0.0002
29,Cu,0.0082,0.0001
30,Zn,0.0146,0.0006
31,Ga,0.0017,0.0004
37,Rb,0.1296,0.0005
38,Sr,0.0201,0.0002
40,Zr,0.0131,0.0003
41,Nb,0.1608,0.0005
50,Sn,0.0725,0.0005
55,Cs,0.0274,0.0014
56,Ba,0.1058,0.0027
73,Ta,0.0009,0.0003
74,W,0.0002,0.0007
81,Tl,0.0012,0.0002
82,Pb,0.0101,0.0004
100,Li_IDX,0.5572,0.0
 
 
SPECTRA:
eV Channel Start,0.17630986869335175,0.2423592209815979,-0.1865089237689972
eV per Channel,20.055511474609375,20.055511474609375,20.055511474609375
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.17630986869335175,0,0,0
20.231821343302727,0,0,0
40.2873328179121,0,0,0
60.34284429252148,0,0,0
80.39835576713085,0,0,0
100.45386724174023,0,0,0
120.5093787163496,0,0,0
140.56489019095898,0,0,0
160.62040166556835,0,0,0
180.67591314017773,0,0,0
200.7314246147871,0,0,0
220.78693608939648,0,0,0
240.84244756400585,0,0,0
260.8979590386152,0,0,0
280.9534705132246,0,0,0
301.008981987834,2,2,4
321.06449346244335,52,51,35
341.1200049370527,563,676,638
361.1755164116621,3052,3549,3185
381.2310278862715,7084,7816,7257
401.28653936088085,6704,7671,7307
421.3420508354902,2992,3429,3303
441.3975623100996,628,664,633
461.453073784709,55,71,70
481.50858525931835,5,9,5
501.5640967339277,3,1,4
521.6196082085371,0,1,2
541.6751196831465,3,1,1
561.7306311577559,0,0,1
581.7861426323652,83,585,408
601.8416541069746,71,520,385
621.897165581584,79,576,386
641.9526770561934,70,614,380
662.0081885308027,59,608,377
682.0637000054121,82,544,378
702.1192114800215,75,554,364
722.1747229546309,64,504,363
742.2302344292402,63,512,341
762.2857459038496,71,567,393
782.341257378459,84,559,373
802.3967688530684,79,569,348
822.4522803276777,76,526,338
842.5077918022871,90,499,356
862.5633032768965,96,527,397
882.6188147515059,112,531,347
902.6743262261152,171,505,370
922.7298377007246,246,529,343
942.785349175334,296,492,332
