Instrument,800N11403
Date,2023/05/08
Time,10:23:44
Assay #,0008
Application,Li Index
Method,Li Index
Assay Duration (set),90s
Assay Duration (total actual),100.59s
Temperature (Detector),-27.0 C
Temperature (Ambient),38.56 C
Phase Count,3
Phases,"Phase 1(30s): 15.0kV, 39.6uA (No Filter)","Phase 2(30s): 50.0kV, 30.95uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(30s): 30.0kV, 43.55uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,Mg,0.2546,0.0457
13,Al,4.4265,0.0305
14,Si,32.8721,0.0604
15,P,0.131,0.0045
16,S,0.0563,0.0019
19,K,1.3423,0.0038
20,Ca,0.7576,0.0027
22,Ti,0.322,0.0042
24,Cr,0.0065,0.0007
25,Mn,0.0394,0.0009
26,Fe,2.809,0.0044
28,Ni,0.0,0.0001
29,Cu,0.0079,0.0001
30,Zn,0.0142,0.0006
31,Ga,0.0021,0.0004
37,Rb,0.1275,0.0005
38,Sr,0.0199,0.0002
40,Zr,0.0124,0.0003
41,Nb,0.1584,0.0005
50,Sn,0.0715,0.0005
55,Cs,0.027,0.0014
56,Ba,0.0953,0.0027
73,Ta,0.0015,0.0003
74,W,0.0,0.0006
81,Tl,0.0013,0.0002
82,Pb,0.0099,0.0004
100,Li_IDX,0.5487,0.0
 
 
SPECTRA:
eV Channel Start,0.23871572315692902,0.3927910029888153,0.32782164216041565
eV per Channel,20.055511474609375,20.055511474609375,20.055511474609375
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.23871572315692902,0,0,0
20.294227197766304,0,0,0
40.34973867237568,0,0,0
60.405250146985054,0,0,0
80.46076162159443,0,0,0
100.5162730962038,0,0,0
120.57178457081318,0,0,0
140.62729604542255,0,0,0
160.68280752003193,0,0,0
180.7383189946413,0,0,0
200.79383046925068,0,0,0
220.84934194386005,0,0,0
240.90485341846943,0,0,0
260.9603648930788,0,0,0
281.0158763676882,0,0,0
301.07138784229755,2,2,2
321.12689931690693,55,47,38
341.1824107915163,587,713,656
361.2379222661257,3154,3411,3274
381.29343374073505,6848,8009,7536
401.34894521534443,6932,7769,7076
421.4044566899538,2954,3291,3185
441.4599681645632,600,622,667
461.51547963917255,56,75,68
481.57099111378193,5,11,11
501.6265025883913,0,1,1
521.6820140630007,1,3,2
541.73752553761,2,4,0
561.7930370122194,0,2,2
581.8485484868288,75,571,383
601.9040599614382,87,623,412
621.9595714360476,67,562,323
642.0150829106569,84,567,361
662.0705943852663,82,559,371
682.1261058598757,76,549,361
702.181617334485,66,562,369
722.2371288090944,81,549,368
742.2926402837038,76,554,351
762.3481517583132,84,548,359
782.4036632329226,79,548,381
802.4591747075319,80,554,381
822.5146861821413,82,604,367
842.5701976567507,90,535,370
862.62570913136,96,527,345
882.6812206059694,112,519,320
902.7367320805788,191,519,331
922.7922435551882,268,542,362
942.8477550297976,309,515,336
962.9032665044069,278,502,355
982.9587779790163,209,505,338
1003.0142894536257,119,491,324
1023.069800928235,129,495,347
1043.1253124028444,159,511,329
1063.1808238774538,201,521,307
1083.2363353520632,189,478,298
1103.2918468266726,172,518,317
1123.347358301282,150,473,296
1143.4028697758913,153,450,289
1163.4583812505007,155,452,296
1183.51389272511,209,440,294
1203.5694041997194,247,500,283
1223.6249156743288,266,455,275
1243.6804271489382,245,464,294
1263.7359386235476,190,468,282
1283.791450098157,157,455,266
1303.8469615727663,140,438,265
1323.9024730473757,162,442,276
1343.957984521985,134,467,284
1364.0134959965944,179,436,264
1384.0690074712038,294,445,252
1404.1245189458132,656,456,250
1424.1800304204226,1791,444,267
1444.235541895032,3732,457,307
1464.2910533696413,5734,433,305
1484.3465648442507,6625,470,322
1504.40207631886,5643,446,310
1524.4575877934694,3610,430,310
1544.5130992680788,2078,421,274
1564.5686107426882,1285,402,250
1584.6241222172976,929,414,231
1604.679633691907,860,438,252
1624.7351451665163,1436,380,218
1644.7906566411257,4724,402,234
1664.846168115735,16290,461,365
1684.9016795903444,41296,450,560
1704.9571910649538,78485,469,1007
1725.0127025395632,108068,598,1179
1745.0682140141726,108159,520,1244
1765.123725488782,80127,490,939
1785.1792369633913,44652,467,590
1805.2347484380007,21058,437,423
1825.29025991261,10146,477,290
1845.3457713872194,5720,455,233
1865.4012828618288,3396,446,230
1885.4567943364382,1775,433,203
1905.5123058110476,947,418,188
1925.567817285657,725,455,186
1945.6233287602663,700,411,200
1965.6788402348757,834,451,184
1985.734351709485,1028,419,197
2005.7898631840944,1097,432,159
2025.8453746587038,1027,403,182
2045.9008861333132,758,429,156
