Instrument,800C5780
Date,2023/05/03
Time,15:00:35
Assay #,0001
Application,GeoExploration
Method,Oxide3phase
Assay Duration (set),18s
Assay Duration (total actual),32.35s
Temperature (Detector),-27.0 C
Temperature (Ambient),35.06 C
Phase Count,3
Phases,"Phase 1(6s): 15.0kV, 40.15uA (No Filter)","Phase 2(6s): 50.0kV, 35.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(6s): 30.0kV, 37.3uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,MgO,0.5528,1.025
13,Al2O3,13.1236,0.5274
14,SiO2,51.5136,0.6294
15,P,0.0769,0.0235
16,S,0.0,0.0167
17,Cl,0.0,0.0119
19,K2O,1.7785,0.0262
20,Ca,0.786,0.0144
22,Ti,1.0475,0.011
23,V,0.0032,0.0144
24,Cr,0.0004,0.008
25,Mn,0.0283,0.0041
26,Fe,17.3056,0.0535
27,Co,0.0,0.0075
28,Ni,0.0,0.0022
29,Cu,0.0053,0.001
30,Zn,0.0112,0.0011
31,Ga,0.0019,0.0008
33,As,0.0041,0.0033
34,Se,0.0008,0.0007
37,Rb,0.0072,0.0007
38,Sr,0.0731,0.0009
39,Y,0.0084,0.0006
40,Zr,0.0395,0.0008
41,Nb,0.0504,0.0012
42,Mo,0.0026,0.0007
45,Rh,0.0,0.0007
47,Ag,0.0028,0.0023
48,Cd,0.0007,0.0015
50,Sn,0.0008,0.0007
51,Sb,0.0,0.0016
56,Ba,0.0625,0.0058
57,La,0.0,0.0
58,Ce,0.1363,0.0079
72,Hf,0.0006,0.0001
73,Ta,0.002,0.0044
74,W,0.0,0.0027
78,Pt,0.0027,0.0016
79,Au,0.0,0.0005
80,Hg,0.001,0.0008
81,Tl,0.0,0.0013
82,Pb,0.0069,0.002
83,Bi,0.0,0.0016
90,Th,0.0179,0.0005
92,U,0.0,0.0
 
 
SPECTRA:
eV Channel Start,2.529371738433838,-0.0939294621348381,0.5157676935195923
eV per Channel,20.004348754882812,20.008739471435547,20.00678825378418
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
2.529371738433838,0,0,0
22.53372049331665,0,0,0
42.53806924819946,0,0,0
62.542418003082275,0,0,0
82.54676675796509,0,0,0
102.5511155128479,0,0,0
122.55546426773071,0,0,0
142.55981302261353,0,0,0
162.56416177749634,0,0,0
182.56851053237915,0,0,0
202.57285928726196,0,0,0
222.57720804214478,0,0,0
242.5815567970276,0,1,0
262.5859055519104,0,0,1
282.5902543067932,2,1,2
302.594603061676,7,14,8
322.59895181655884,52,74,80
342.60330057144165,274,223,331
362.60764932632446,629,708,768
382.6119980812073,954,1094,1336
402.6163468360901,904,1123,1215
422.6206955909729,525,670,758
442.6250443458557,198,258,326
462.6293931007385,57,68,80
482.63374185562134,10,10,19
502.63809061050415,2,3,3
522.642439365387,1,0,1
542.6467881202698,0,0,0
562.6511368751526,0,0,1
582.6554856300354,0,0,0
602.6598343849182,0,0,0
622.664183139801,0,0,0
642.6685318946838,0,0,0
662.6728806495667,0,0,0
682.6772294044495,0,37,9
702.6815781593323,7,22,16
722.6859269142151,2,45,8
742.6902756690979,4,29,16
762.6946244239807,3,40,9
782.6989731788635,4,46,13
802.7033219337463,2,37,12
822.7076706886292,5,42,11
842.712019443512,1,37,12
862.7163681983948,3,31,11
882.7207169532776,6,26,12
902.7250657081604,6,39,14
922.7294144630432,10,26,18
942.733763217926,8,31,10
962.7381119728088,5,37,17
982.7424607276917,5,30,9
1002.7468094825745,6,27,15
1022.7511582374573,6,36,8
1042.75550699234,4,30,9
1062.759855747223,0,45,13
1082.7642045021057,6,47,9
1102.7685532569885,5,38,9
1122.7729020118713,7,40,16
1142.7772507667542,7,37,9
1162.781599521637,4,29,10
1182.7859482765198,10,42,15
1202.7902970314026,8,40,4
1222.7946457862854,11,28,10
1242.7989945411682,5,36,10
1262.803343296051,6,31,8
1282.8076920509338,9,30,16
1302.8120408058167,4,37,9
1322.8163895606995,5,28,13
1342.8207383155823,7,37,10
1362.825087070465,6,28,10
1382.829435825348,17,33,14
1402.8337845802307,27,33,11
1422.8381333351135,59,35,8
1442.8424820899963,99,25,8
1462.8468308448792,158,26,13
1482.851179599762,168,35,18
1502.8555283546448,148,38,18
1522.8598771095276,118,40,13
