Instrument,800N8573
Date,2023/02/23
Time,12:34:39
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),42.82s
Phase Count,3
eV Channel Start,-0.28261253237724304,-0.30548447370529175,0.8419663906097412
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
 
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,MgO,0.3793,0.2796
13,Al2O3,0.8828,0.0955
14,SiO2,0.6772,0.043
15,P,0.0268,0.0081
16,S,1.3273,0.011
17,Cl,0.0,0.0027
19,K2O,0.0734,0.0056
20,Ca,0.0379,0.0058
22,Ti,0.2533,0.074
23,V,0.0,0.0058
24,Cr,17.6597,0.0404
25,Mn,1.2908,0.0283
26,Fe,39.8133,0.043
27,Co,0.2584,0.005
28,Ni,4.6835,0.0268
29,Cu,0.8719,0.0039
30,Zn,0.0072,0.001
31,Ga,0.0,0.001
33,As,0.0732,0.0067
34,Se,0.0,0.0003
37,Rb,0.0024,0.0004
38,Sr,0.0008,0.0005
39,Y,0.0,0.0004
40,Zr,0.0025,0.0006
41,Nb,0.003,0.0004
42,Mo,1.1844,0.0038
45,Rh,0.0,0.0004
46,Pd,0.0,0.0003
47,Ag,0.0,0.0025
48,Cd,0.0,0.0018
50,Sn,0.0,0.0022
51,Sb,0.0,0.0018
52,Te,0.0,0.0016
56,Ba,0.0,0.0027
57,La,0.0013,0.0094
58,Ce,0.0103,0.0085
72,Hf,0.0,0.0026
73,Ta,0.0,0.0048
74,W,0.2405,0.0027
78,Pt,0.0,0.0017
80,Hg,0.0,0.0009
81,Tl,0.002,0.0013
82,Pb,0.0,0.0036
83,Bi,0.0135,0.0015
90,Th,0.0,0.0021
92,U,0.0014,0.0007
 
SPECTRA:
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
-0.28261253237724304,0,0,0
19.70061233639717,0,0,0
39.683837205171585,0,0,0
59.667062073946,0,0,0
79.65028694272041,0,0,0
99.63351181149483,0,0,0
119.61673668026924,0,0,0
139.59996154904366,0,0,0
159.58318641781807,0,0,0
179.56641128659248,0,0,0
199.5496361553669,0,0,0
219.5328610241413,0,0,0
239.51608589291573,0,0,0
259.49931076169014,0,0,0
279.48253563046455,0,0,0
299.46576049923897,4,2,3
319.4489853680134,28,41,18
339.4322102367878,200,292,139
359.4154351055622,696,1084,512
379.3986599743366,1420,2148,911
399.38188484311104,1389,2208,862
419.36510971188545,742,1111,461
439.34833458065987,201,306,137
459.3315594494343,32,42,24
479.3147843182087,3,4,2
499.2980091869831,3,0,1
519.2812340557575,0,0,3
539.2644589245319,2,1,0
559.2476837933064,0,0,1
579.2309086620808,68,87,28
599.2141335308552,65,89,33
619.1973583996296,50,66,40
639.180583268404,55,89,31
659.1638081371784,51,90,41
679.1470330059528,58,83,23
699.1302578747272,65,80,30
719.1134827435017,52,78,27
739.0967076122761,53,83,22
759.0799324810505,74,78,22
779.0631573498249,62,76,18
799.0463822185993,65,93,17
819.0296070873737,60,86,20
839.0128319561481,60,81,22
858.9960568249226,71,72,27
878.979281693697,75,73,31
898.9625065624714,67,74,31
918.9457314312458,71,73,29
938.9289563000202,73,101,41
958.9121811687946,62,82,33
978.895406037569,70,78,40
998.8786309063435,65,75,28
1018.8618557751179,69,77,19
1038.8450806438923,62,63,22
1058.8283055126667,49,74,17
1078.8115303814411,69,61,23
1098.7947552502155,52,68,27
1118.77798011899,59,82,41
1138.7612049877644,40,69,31
1158.7444298565388,53,91,27
1178.7276547253132,41,62,36
1198.7108795940876,44,66,38
1218.694104462862,49,63,36
1238.6773293316364,41,65,34
1258.6605542004108,43,48,15
1278.6437790691853,46,82,31
1298.6270039379597,30,60,24
1318.610228806734,40,63,25
1338.5934536755085,36,59,23
1358.576678544283,37,72,19
1378.5599034130573,46,58,38
1398.5431282818317,40,60,27
1418.5263531506062,47,58,39
1438.5095780193806,64,61,52
1458.492802888155,72,68,84
