Instrument,800N10666
Date,2023/05/18
Time,11:40:46
Assay #,0010
Application,GeoExploration
Method,Oxide3phase
Assay Duration (set),60s
Assay Duration (total actual),72.61s
Temperature (Detector),-27.0 C
Temperature (Ambient),37.94 C
Phase Count,3
Phases,"Phase 1(20s): 15.0kV, 20.0uA (No Filter)","Phase 2(20s): 50.0kV, 20.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(20s): 30.0kV, 25.0uA (Ti:25um/Al:300um)"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
12,MgO,1.093,0.2219
13,Al2O3,12.9699,0.1527
14,SiO2,38.6349,0.1698
15,P,0.0078,0.0054
16,S,0.0,0.0072
17,Cl,0.0027,0.0028
19,K2O,0.2981,0.005
20,Ca,0.1082,0.0035
22,Ti,1.2294,0.0113
23,V,0.0016,0.005
24,Cr,0.0864,0.0028
25,Mn,0.0628,0.0025
26,Fe,19.5338,0.017
27,Co,0.0839,0.0029
28,Ni,0.0503,0.0014
29,Cu,0.074,0.0009
30,Zn,0.0034,0.0003
31,Ga,0.0013,0.0003
33,As,0.0023,0.0016
34,Se,0.0002,0.0002
37,Rb,0.0029,0.0002
38,Sr,0.0025,0.0002
39,Y,0.0009,0.0002
40,Zr,0.019,0.0003
41,Nb,0.0012,0.0001
42,Mo,0.001,0.0005
46,Pd,0.0,0.0004
48,Cd,0.0,0.0001
50,Sn,0.0,0.0019
51,Sb,0.0,0.0008
56,Ba,0.0177,0.0026
57,La,0.0065,0.0074
58,Ce,0.01,0.0051
72,Hf,0.0,0.002
73,Ta,0.0,0.0024
74,W,0.003,0.001
78,Pt,0.0,0.0006
79,Au,0.0,0.0003
80,Hg,0.0003,0.0004
81,Tl,0.0,0.0005
82,Pb,0.0,0.0011
83,Bi,0.0037,0.0004
90,Th,0.0009,0.0004
92,U,0.0012,0.0003
 
 
SPECTRA:
eV Channel Start,0.07107890397310257,0.2282518446445465,0.2812226116657257
eV per Channel,19.995704650878906,19.995704650878906,19.995704650878906
 
Energy (eV),Counts (Phase 1),Counts (Phase 2),Counts (Phase 3)
0.07107890397310257,0,0,0
20.06678355485201,0,0,0
40.062488205730915,0,0,0
60.05819285660982,0,0,0
80.05389750748873,0,0,0
100.04960215836763,0,0,0
120.04530680924654,0,0,0
140.04101146012545,0,0,0
160.03671611100435,0,0,0
180.03242076188326,0,0,0
200.02812541276217,0,0,0
220.02383006364107,0,0,0
240.01953471451998,0,0,0
260.0152393653989,0,0,0
280.0109440162778,0,0,0
300.0066486671567,1,1,0
320.0023533180356,41,40,40
339.9980579689145,393,505,411
359.9937626197934,1811,2300,2081
379.9894672706723,4025,5207,4609
399.9851719215512,3971,5057,4516
419.98087657243013,1808,2276,1959
439.97658122330904,387,469,439
459.97228587418795,50,59,39
479.96799052506685,0,2,5
499.96369517594576,0,0,2
519.9593998268247,0,0,2
539.9551044777036,0,0,0
559.9508091285825,0,0,0
579.9465137794614,34,202,109
599.9422184303403,26,213,82
619.9379230812192,24,222,91
639.9336277320981,18,202,91
659.929332382977,18,224,88
679.9250370338559,27,220,79
699.9207416847348,19,197,84
719.9164463356137,25,245,101
739.9121509864926,16,217,99
759.9078556373715,15,231,104
779.9035602882504,19,227,109
799.8992649391294,21,207,91
819.8949695900083,16,210,82
839.8906742408872,27,183,87
859.8863788917661,35,217,100
879.882083542645,41,218,72
899.8777881935239,42,198,85
919.8734928444028,87,196,91
939.8691974952817,94,190,89
959.8649021461606,87,201,82
979.8606067970395,61,216,91
999.8563114479184,50,214,84
1019.8520160987973,30,202,87
1039.8477207496762,38,186,74
1059.8434254005551,59,178,85
1079.839130051434,51,206,91
1099.834834702313,66,195,80
1119.8305393531919,57,169,79
1139.8262440040708,52,182,72
1159.8219486549497,48,173,85
1179.8176533058286,55,162,66
1199.8133579567075,74,209,84
1219.8090626075864,57,188,93
1239.8047672584653,63,198,90
1259.8004719093442,64,197,84
1279.796176560223,44,183,74
1299.791881211102,33,175,76
1319.787585861981,34,172,59
1339.7832905128598,34,168,75
1359.7789951637387,39,156,54
1379.7746998146176,60,182,88
1399.7704044654965,152,150,78
1419.7661091163754,424,185,86
1439.7618137672544,944,196,116
1459.7575184181333,1543,212,144
1479.7532230690122,1976,197,148
1499.748927719891,1701,196,117
1519.74463237077,1142,180,109
1539.7403370216489,589,209,105
1559.7360416725278,315,176,70
1579.7317463234067,138,182,70
1599.7274509742856,120,177,79
1619.7231556251645,162,176,69
1639.7188602760434,446,163,67
1659.7145649269223,1556,178,73
1679.7102695778012,4278,194,140
1699.7059742286801,8594,212,237
1719.701678879559,12481,217,333
1739.697383530438,13585,223,340
1759.6930881813169,11088,216,279
1779.6887928321958,6726,183,202
1799.6844974830747,3317,191,127
1819.6802021339536,1597,176,89
1839.6759067848325,877,179,94
1859.6716114357114,550,146,68
1879.6673160865903,341,193,77
1899.6630207374692,181,181,67
1919.658725388348,142,190,63
1939.654430039227,106,174,72
1959.650134690106,83,179,73
1979.6458393409848,95,173,61
1999.6415439918637,122,174,68
2019.6372486427426,94,177,61
2039.6329532936215,102,188,75
2059.6286579445004,80,153,53
2079.6243625953794,97,170,63
2099.6200672462583,77,186,57
2119.615771897137,85,160,54
2139.611476548016,75,176,60
2159.607181198895,86,175,53
2179.602885849774,89,156,59
2199.598590500653,77,157,54
2219.5942951515317,104,156,54
2239.5899998024106,144,129,45
2259.5857044532895,228,159,57
2279.5814091041684,315,168,58
2299.5771137550473,382,168,53
2319.5728184059262,390,166,60
2339.568523056805,306,161,56
2359.564227707684,265,157,40
2379.559932358563,217,162,44
2399.555637009442,196,163,46
2419.5513416603208,153,148,38
2439.5470463111997,170,154,41
2459.5427509620786,182,158,46
2479.5384556129575,189,167,46
2499.5341602638364,178,159,50
2519.5298649147153,181,161,42
2539.525569565594,202,146,43
2559.521274216473,231,159,42
2579.516978867352,379,162,42
2599.512683518231,610,156,50
2619.50838816911,1083,165,51
2639.5040928199887,1851,176,55
2659.4997974708676,2812,150,58
2679.4955021217465,3592,136,44
2699.4912067726254,3864,136,53
2719.4869114235044,3427,147,43
2739.4826160743833,2530,136,54
2759.478320725262,1953,140,68
2779.474025376141,1714,155,54
2799.46973002702,1921,140,57
2819.465434677899,2286,152,42
2839.461139328778,2354,140,50
2859.4568439796567,2345,149,58
2879.4525486305356,2091,150,76
2899.4482532814145,1935,156,102
2919.4439579322934,2006,132,100
2939.4396625831723,2205,143,125
2959.4353672340512,2299,159,143
2979.43107188493,2104,166,139
2999.426776535809,1667,151,109
3019.422481186688,1166,133,79
3039.418185837567,767,124,40
3059.4138904884458,513,119,56
3079.4095951393247,435,147,63
3099.4052997902036,392,119,34
3119.4010044410825,408,148,46
3139.3967090919614,465,118,47
3159.3924137428403,519,157,58
3179.388118393719,493,141,88
3199.383823044598,538,175,88
3219.379527695477,545,184,147
3239.375232346356,702,207,235
3259.370936997235,987,282,290
3279.3666416481137,1278,305,354
3299.3623462989926,1493,285,403
3319.3580509498715,1438,275,360
3339.3537556007504,1217,241,286
3359.3494602516294,872,172,189
3379.3451649025083,613,160,133
3399.340869553387,400,157,101
3419.336574204266,298,152,78
3439.332278855145,319,175,123
3459.327983506024,322,172,167
3479.323688156903,342,215,190
3499.3193928077817,418,215,204
3519.3150974586606,341,229,180
3539.3108021095395,399,181,158
3559.3065067604184,391,181,124
3579.3022114112973,421,160,111
3599.2979160621762,465,133,111
3619.293620713055,619,151,121
3639.289325363934,835,158,140
3659.285030014813,1105,158,178
3679.280734665692,1207,151,219
3699.2764393165708,1233,154,189
3719.2721439674497,1076,148,203
3739.2678486183286,842,148,169
3759.2635532692075,622,110,120
3779.2592579200864,392,135,80
3799.2549625709653,279,115,54
3819.250667221844,239,113,47
3839.246371872723,195,106,48
3859.242076523602,199,97,39
3879.237781174481,224,100,60
3899.23348582536,233,91,47
3919.2291904762387,244,101,53
3939.2248951271176,302,102,50
3959.2205997779965,320,99,64
3979.2163044288754,354,99,54
3999.2120090797544,405,104,59
4019.2077137306333,387,95,78
4039.203418381512,382,86,58
4059.199123032391,389,107,60
4079.19482768327,374,104,62
4099.190532334149,374,82,48
4119.186236985028,350,96,45
4139.181941635907,294,83,43
4159.177646286786,295,87,39
4179.1733509376645,297,90,52
4199.169055588543,286,93,50
4219.164760239422,301,76,39
4239.160464890301,326,102,46
4259.15616954118,326,87,30
4279.151874192059,302,99,32
4299.147578842938,361,97,49
4319.143283493817,373,104,58
4339.138988144696,407,93,53
4359.134692795575,478,79,91
4379.130397446454,736,100,131
4399.1261020973325,1181,116,263
4419.121806748211,2320,204,524
4439.11751139909,4079,277,885
4459.113216049969,6330,401,1461
4479.108920700848,8716,567,2074
4499.104625351727,10411,609,2388
4519.100330002606,10294,603,2481
4539.096034653485,8927,540,2190
4559.091739304364,6838,474,1613
4579.087443955243,4702,326,1312
4599.0831486061215,3073,291,985
4619.078853257,2241,253,844
4639.074557907879,1740,247,855
4659.070262558758,1480,278,838
4679.065967209637,1331,215,705
4699.061671860516,1178,177,579
4719.057376511395,927,144,419
4739.053081162274,792,114,240
4759.048785813153,632,96,159
4779.044490464032,638,83,106
4799.040195114911,684,94,117
4819.0358997657895,809,81,128
4839.031604416668,958,109,179
4859.027309067547,1260,107,250
4879.023013718426,1586,150,352
4899.018718369305,2053,148,473
4919.014423020184,2325,152,540
4939.010127671063,2411,184,556
4959.005832321942,2234,150,497
4979.001536972821,1916,157,411
4998.9972416237,1527,113,343
5018.992946274579,1039,96,259
5038.9886509254575,910,68,156
5058.984355576336,698,79,91
5078.980060227215,626,47,83
5098.975764878094,598,57,83
5118.971469528973,572,58,66
5138.967174179852,599,42,89
5158.962878830731,630,54,85
5178.95858348161,617,56,80
5198.954288132489,590,50,81
5218.949992783368,632,65,114
5238.9456974342465,675,78,110
5258.941402085125,736,69,153
5278.937106736004,767,93,182
5298.932811386883,853,102,217
5318.928516037762,1041,129,256
5338.924220688641,1258,121,350
5358.91992533952,1553,148,452
5378.915629990399,1823,155,515
5398.911334641278,2054,207,590
5418.907039292157,2116,194,594
5438.902743943036,2000,196,518
5458.8984485939145,1663,152,450
5478.894153244793,1441,121,358
5498.889857895672,1061,100,234
5518.885562546551,879,73,180
5538.88126719743,759,76,134
5558.876971848309,738,62,107
5578.872676499188,690,54,86
5598.868381150067,642,46,84
5618.864085800946,641,54,82
5638.859790451825,655,45,72
5658.855495102704,594,43,58
5678.8511997535825,616,37,69
5698.846904404461,570,45,62
5718.84260905534,625,46,63
5738.838313706219,677,38,69
5758.834018357098,699,49,81
5778.829723007977,648,53,104
5798.825427658856,780,64,130
5818.821132309735,841,70,184
5838.816836960614,1012,76,266
5858.812541611493,1148,123,309
5878.8082462623715,1247,117,412
5898.80395091325,1398,129,422
5918.799655564129,1248,131,433
5938.795360215008,1340,118,415
5958.791064865887,1161,138,364
5978.786769516766,1031,101,315
5998.782474167645,998,97,253
6018.778178818524,920,88,237
6038.773883469403,873,73,237
6058.769588120282,889,85,218
6078.765292771161,868,67,270
6098.7609974220395,948,88,319
6118.756702072918,1004,93,366
6138.752406723797,1094,106,384
6158.748111374676,1168,137,501
6178.743816025555,1419,187,659
6198.739520676434,1894,254,1095
6218.735225327313,3012,492,1939
6238.730929978192,5671,1026,4077
6258.726634629071,12095,2239,9060
6278.72233927995,24574,4749,19309
6298.718043930829,47894,9017,37283
6318.7137485817075,82291,15818,65548
6338.709453232586,127798,24810,101422
6358.705157883465,176619,34154,141030
6378.700862534344,215455,42029,172747
6398.696567185223,232507,45909,186445
6418.692271836102,223258,44058,179870
6438.687976486981,190296,37308,152551
6458.68368113786,143347,27909,115495
6478.679385788739,96347,18688,77880
6498.675090439618,57495,11273,47084
6518.6707950904965,31233,6049,24979
6538.666499741375,15658,2919,12255
6558.662204392254,7552,1393,5602
6578.657909043133,3602,591,2581
6598.653613694012,2053,297,1350
6618.649318344891,1421,216,827
6638.64502299577,1162,162,583
6658.640727646649,1011,154,497
6678.636432297528,915,136,450
6698.632136948407,954,121,455
6718.627841599286,923,123,426
6738.6235462501645,935,126,435
6758.619250901043,891,143,501
6778.614955551922,1001,137,476
6798.610660202801,1023,187,519
6818.60636485368,1176,170,605
6838.602069504559,1303,212,745
6858.597774155438,1549,230,937
6878.593478806317,1894,335,1276
6898.589183457196,2634,504,1924
6918.584888108075,4027,781,3099
6938.580592758954,6439,1320,5157
6958.5762974098325,9944,2192,8448
6978.572002060711,15169,3229,12990
6998.56770671159,21351,4805,18306
7018.563411362469,27552,6070,23939
7038.559116013348,32474,7124,28172
7058.554820664227,33754,7518,28803
