Instrument,800N8573
Date,2023/02/23
Time,12:47:14
Assay #,0001
Application,Geo
Method,Geo
Assay Duration (set),30s
Assay Duration (total actual),42.65s
Phase Count,3
Phases,"Phase 1(10s): 30.0kV, 40.0uA (Ti:25um/Al:300um)","Phase 2(10s): 50.0kV, 25.0uA (Cu:75um/Ti:25um/Al:200um)","Phase 3(10s): 15.0kV, 32.5uA (No Filter)"
eV Channel Start,0.21256723999977112,0.10640470683574677,0.46022316813468933
eV per Channel,19.983224868774414,19.983224868774414,19.983224868774414
Detector Temperature,{'-27.5°C'}
Ambient Temperature,"{""51.33°C')""}"
 
 
RESULTS:
Z,Compound,Concentration(%),Error(1SD)
15946.826012521982,85,20,12
15966.809237390757,85,12,6
15986.792462259531,76,14,10
16006.775687128305,96,19,10
16026.75891199708,97,15,13
16046.742136865854,103,12,7
16066.725361734629,95,19,7
16086.708586603403,94,18,5
16106.691811472178,98,15,11
16126.675036340952,101,21,15
16146.658261209726,105,15,21
16166.6414860785,105,16,13
16186.624710947275,86,16,20
16206.60793581605,107,11,24
16226.591160684824,102,19,23
16246.574385553598,118,14,18
16266.557610422373,107,16,31
16286.540835291147,96,20,26
16306.524060159922,94,25,21
16326.507285028696,97,35,21
16346.49050989747,112,29,23
16366.473734766245,114,23,17
16386.45695963502,112,25,15
16406.440184503794,109,34,23
16426.423409372568,112,22,18
16446.406634241343,107,35,13
16466.389859110117,125,26,14
16486.37308397889,109,22,12
16506.356308847666,118,31,12
16526.33953371644,117,47,12
16546.322758585215,99,25,8
16566.30598345399,133,32,19
16586.289208322763,119,33,15
16606.272433191538,119,32,12
16626.255658060312,115,35,8
16646.238882929087,119,40,9
16666.22210779786,115,44,11
16686.205332666636,120,36,13
16706.18855753541,143,29,14
16726.171782404184,135,31,17
16746.15500727296,118,38,17
16766.138232141733,120,30,13
16786.121457010508,120,37,20
16806.104681879282,116,24,14
16826.087906748056,129,32,8
16846.07113161683,121,31,10
16866.054356485605,126,29,18
16886.03758135438,119,29,9
16906.020806223154,123,32,13
16926.00403109193,115,33,13
16945.987255960703,137,38,9
16965.970480829477,111,29,9
16985.95370569825,144,35,9
17005.936930567026,120,34,10
17025.9201554358,133,49,13
17045.903380304575,134,55,11
17065.88660517335,160,50,14
17085.869830042124,177,53,15
17105.8530549109,176,75,30
17125.836279779673,211,88,27
17145.819504648447,275,147,27
17165.80272951722,349,218,30
17185.785954385996,466,287,55
17205.76917925477,715,438,54
17225.752404123545,954,640,51
17245.73562899232,1300,926,58
17265.718853861094,1939,1352,83
17285.702078729868,2546,1814,48
17305.685303598642,3308,2505,64
17325.668528467417,4177,3200,44
17345.65175333619,4967,3897,46
17365.634978204966,6004,4563,42
17385.61820307374,6621,5379,39
17405.601427942514,7527,5892,27
17425.58465281129,8078,6574,26
17445.567877680063,8302,6896,20
17465.551102548838,8240,6937,10
17485.534327417612,8280,6733,16
17505.517552286386,7575,6398,12
17525.50077715516,6822,5778,12
17545.484002023935,6018,5078,15
17565.46722689271,5104,4216,9
17585.450451761484,3907,3388,9
17605.43367663026,3051,2670,11
17625.416901499033,2286,1905,9
17645.400126367807,1626,1453,12
17665.38335123658,1174,945,17
17685.366576105356,783,629,14
17705.34980097413,537,391,24
17725.333025842905,408,255,19
17745.31625071168,260,167,14
17765.299475580454,211,90,41
17785.28270044923,181,60,29
17805.265925318003,145,63,30
17825.249150186777,116,46,29
17845.23237505555,113,51,29
17865.215599924326,151,45,29
17885.1988247931,125,49,24
17905.182049661875,133,24,19
17925.16527453065,121,29,20
17945.148499399424,131,46,21
17965.131724268198,133,32,25
17985.114949136972,117,33,19
18005.098174005747,132,27,20
18025.08139887452,113,34,13
18045.064623743296,127,30,21
18065.04784861207,123,30,24
18085.031073480844,121,29,23
18105.01429834962,122,25,30
18124.997523218393,112,27,33
18144.980748087168,122,21,50
18164.963972955942,120,25,57
18184.947197824717,116,37,67
18204.93042269349,132,25,91
18224.913647562265,139,32,82
18244.89687243104,135,37,79
18264.880097299814,123,24,79
18284.86332216859,126,25,94
18304.846547037363,141,30,66
18324.829771906137,135,27,61
18344.812996774912,122,20,44
18364.796221643686,112,33,39
18384.77944651246,121,36,41
18404.762671381235,124,41,32
18424.74589625001,115,31,25
18444.729121118784,114,32,25
18464.71234598756,119,41,13
18484.695570856333,131,36,15
18504.678795725107,130,44,11
18524.66202059388,101,32,9
18544.645245462656,138,32,6
18564.62847033143,148,33,6
18584.611695200205,126,42,12
18604.59492006898,145,32,7
18624.578144937754,130,47,10
18644.561369806528,112,30,6
18664.544594675303,156,37,17
18684.527819544077,128,30,12
18704.51104441285,144,48,26
18724.494269281626,150,39,16
18744.4774941504,160,39,26
18764.460719019175,144,40,24
18784.44394388795,149,32,30
18804.427168756723,159,58,26
18824.410393625498,152,46,31
18844.393618494272,137,45,27
18864.376843363047,169,51,39
18884.36006823182,146,50,19
18904.343293100595,150,52,28
18924.32651796937,138,52,26
18944.309742838144,187,54,33
18964.29296770692,160,48,26
18984.276192575693,142,56,21
19004.259417444468,144,40,22
19024.242642313242,190,56,19
19044.225867182016,147,44,16
19064.20909205079,174,55,19
19084.192316919565,177,50,20
19104.17554178834,158,53,18
19124.158766657114,158,58,32
19144.14199152589,164,59,28
19164.125216394663,175,71,27
19184.108441263437,166,59,29
19204.09166613221,179,62,37
19224.074891000986,175,55,43
19244.05811586976,167,54,38
19264.041340738535,185,58,49
19284.02456560731,177,71,30
19304.007790476084,193,76,49
19323.991015344858,186,85,30
19343.974240213633,218,70,28
19363.957465082407,231,105,25
19383.94068995118,248,124,20
19403.923914819956,304,156,29
19423.90713968873,364,224,15
19443.890364557505,451,329,12
19463.87358942628,624,392,10
19483.856814295053,755,538,10
19503.840039163828,927,662,10
19523.823264032602,1048,869,2
19543.806488901377,1221,1004,5
19563.78971377015,1417,1131,5
19583.772938638926,1459,1195,6
19603.7561635077,1522,1246,9
19623.739388376474,1584,1264,10
19643.72261324525,1533,1220,11
19663.705838114023,1423,1164,3
19683.689062982798,1200,1029,3
19703.672287851572,1035,873,6
19723.655512720346,910,734,14
19743.63873758912,715,547,12
19763.621962457895,565,456,6
19783.60518732667,501,359,12
19803.588412195444,408,285,12
19823.57163706422,355,221,10
19843.554861932993,323,219,24
19863.538086801767,356,210,16
19883.52131167054,362,219,23
19903.504536539316,383,217,19
19923.48776140809,398,228,16
19943.470986276865,452,250,23
19963.45421114564,417,244,15
19983.437436014414,473,289,12
20003.42066088319,456,292,10
20023.403885751963,498,275,9
20043.387110620737,482,254,12
20063.37033548951,428,262,4
20083.353560358286,487,221,9
20103.33678522706,489,259,5
20123.320010095835,446,245,7
20143.30323496461,468,194,6
20163.286459833384,413,191,6
20183.269684702158,439,166,7
20203.252909570932,409,169,6
20223.236134439707,399,159,7
20243.21935930848,449,138,3
20263.202584177256,340,138,10
20283.18580904603,317,120,6
20303.169033914804,265,144,5
20323.15225878358,241,119,9
20343.135483652353,214,101,6
20363.118708521128,215,73,6
20383.101933389902,167,61,2
20403.085158258677,128,62,5
20423.06838312745,128,47,7
20443.051607996225,112,31,3
20463.034832865,112,39,1
20483.018057733774,110,27,3
20503.00128260255,111,40,4
20522.984507471323,109,32,0
20542.967732340097,108,28,6
20562.950957208872,98,32,4
20582.934182077646,99,25,3
20602.91740694642,93,32,3
20622.900631815195,106,26,5
20642.88385668397,110,34,5
20662.867081552744,86,27,6
20682.85030642152,102,30,1
20702.833531290293,109,23,3
20722.816756159067,96,34,3
20742.79998102784,86,22,1
20762.783205896616,80,29,3
20782.76643076539,86,25,0
20802.749655634165,86,33,3
20822.73288050294,78,32,1
20842.716105371714,105,25,0
20862.699330240488,96,30,3
20882.682555109262,96,43,5
20902.665779978037,107,31,3
20922.64900484681,97,31,4
20942.632229715586,100,41,6
20962.61545458436,84,26,0
20982.598679453135,108,45,3
21002.58190432191,118,30,1
21022.565129190683,97,49,3
21042.548354059458,113,38,1
21062.531578928232,109,44,2
21082.514803797007,103,31,6
21102.49802866578,100,38,3
21122.481253534555,94,22,1
21142.46447840333,121,35,0
21162.447703272104,110,27,0
21182.43092814088,89,44,1
21202.414153009653,116,40,1
21222.397377878428,93,34,2
21242.380602747202,114,35,2
21262.363827615976,89,29,1
21282.34705248475,108,33,2
21302.330277353525,98,46,0
21322.3135022223,107,36,1
21342.296727091074,97,34,1
21362.27995195985,106,46,0
21382.263176828623,92,48,1
21402.246401697397,110,46,0
21422.22962656617,104,45,2
21442.212851434946,93,36,2
21462.19607630372,99,48,0
21482.179301172495,96,29,1
21502.16252604127,85,39,2
21522.145750910044,90,40,0
21542.128975778818,90,39,0
21562.112200647593,93,37,0
21582.095425516367,97,40,0
21602.07865038514,124,40,1
21622.061875253916,107,45,1
21642.04510012269,116,28,4
21662.028324991465,107,38,2
21682.01154986024,93,32,2
21701.994774729013,99,45,0
21721.977999597788,104,35,3
21741.961224466562,100,35,2
21761.944449335337,91,35,1
21781.92767420411,99,29,0
21801.910899072886,100,36,3
21821.89412394166,106,44,0
21841.877348810434,111,42,0
21861.86057367921,119,34,2
21881.843798547983,94,38,0
21901.827023416758,104,42,0
21921.810248285532,112,43,0
21941.793473154306,91,62,0
21961.77669802308,104,53,0
21981.759922891855,111,35,1
22001.74314776063,91,38,0
22021.726372629404,108,38,2
22041.70959749818,91,34,0
22061.692822366953,94,27,1
22081.676047235727,110,41,2
22101.6592721045,110,52,0
22121.642496973276,81,37,1
22141.62572184205,108,47,1
22161.608946710825,100,40,1
22181.5921715796,107,45,1
22201.575396448374,102,45,0
22221.55862131715,83,43,0
22241.541846185923,115,53,1
22261.525071054697,96,41,0
22281.50829592347,84,46,0
22301.491520792246,102,46,1
22321.47474566102,98,33,1
22341.457970529795,97,41,1
22361.44119539857,92,36,1
22381.424420267344,93,30,0
22401.407645136118,88,31,1
22421.390870004892,109,45,0
22441.374094873667,115,57,0
22461.35731974244,107,39,0
22481.340544611216,104,45,0
22501.32376947999,100,53,0
22521.306994348764,87,32,0
22541.29021921754,114,45,0
22561.273444086313,106,51,1
22581.256668955088,93,56,0
22601.239893823862,103,56,0
22621.223118692636,147,75,2
22641.20634356141,133,80,0
22661.189568430185,167,86,1
22681.17279329896,172,89,0
22701.156018167734,179,89,1
22721.13924303651,201,105,0
22741.122467905283,208,94,0
22761.105692774057,203,103,1
22781.08891764283,193,95,4
22801.072142511606,185,93,1
22821.05536738038,208,82,1
22841.038592249155,223,104,0
22861.02181711793,202,76,1
22881.005041986704,192,73,1
22900.98826685548,196,65,0
22920.971491724253,194,68,0
22940.954716593027,178,70,2
22960.9379414618,162,42,0
22980.921166330576,139,56,0
23000.90439119935,132,50,0
23020.887616068125,134,37,2
23040.8708409369,93,51,0
23060.854065805674,113,44,1
23080.837290674448,109,51,0
23100.820515543222,127,57,0
23120.803740411997,91,49,2
23140.78696528077,116,44,1
23160.770190149546,108,52,2
23180.75341501832,105,53,2
23200.736639887094,113,48,1
23220.71986475587,105,50,0
23240.703089624643,100,47,0
23260.686314493418,103,50,0
23280.669539362192,79,33,0
23300.652764230967,107,46,2
23320.63598909974,93,47,0
23340.619213968515,95,46,0
23360.60243883729,91,46,0
23380.585663706064,96,44,0
23400.56888857484,100,39,1
23420.552113443613,90,50,0
23440.535338312387,115,41,1
23460.518563181162,98,45,0
23480.501788049936,97,51,0
23500.48501291871,88,38,2
23520.468237787485,93,33,2
23540.45146265626,74,30,0
23560.434687525034,87,39,0
23580.41791239381,107,35,1
23600.401137262583,96,49,2
23620.384362131357,106,53,2
23640.36758700013,122,37,1
23660.350811868906,135,40,1
23680.33403673768,141,34,2
23700.317261606455,182,56,2
23720.30048647523,179,43,0
23740.283711344004,202,64,1
23760.266936212778,210,52,0
23780.250161081553,252,77,1
23800.233385950327,247,73,1
23820.2166108191,280,79,0
23840.199835687876,269,87,0
23860.18306055665,233,97,2
23880.166285425425,300,110,1
23900.1495102942,252,99,0
23920.132735162973,276,125,0
23940.115960031748,238,125,1
23960.099184900522,223,116,1
23980.082409769297,201,131,0
24000.06563463807,187,145,2
24020.048859506845,150,140,0
24040.03208437562,151,186,0
24060.015309244394,131,161,0
24079.99853411317,121,164,1
24099.981758981943,120,192,1
24119.964983850718,96,172,0
24139.948208719492,86,186,0
24159.931433588266,76,194,2
24179.91465845704,67,202,1
24199.897883325815,78,186,0
24219.88110819459,78,223,2
24239.864333063364,79,186,0
24259.84755793214,72,159,0
24279.830782800913,63,194,1
24299.814007669687,75,170,2
24319.79723253846,82,126,2
24339.780457407236,77,127,2
24359.76368227601,86,115,3
24379.746907144785,85,82,0
24399.73013201356,91,92,0
24419.713356882334,82,65,0
24439.696581751108,110,72,0
24459.679806619883,95,46,0
24479.663031488657,95,65,0
24499.64625635743,101,57,0
24519.629481226206,98,50,0
24539.61270609498,106,46,0
24559.595930963755,97,55,1
24579.57915583253,100,50,1
24599.562380701303,105,42,0
24619.545605570078,80,48,2
24639.528830438852,75,59,1
24659.512055307627,90,47,4
24679.4952801764,80,42,0
24699.478505045176,69,38,0
24719.46172991395,60,54,0
24739.444954782724,76,38,1
24759.4281796515,69,46,2
24779.411404520273,74,50,1
24799.394629389048,69,48,0
24819.377854257822,78,51,1
24839.361079126596,95,34,1
24859.34430399537,84,45,0
24879.327528864145,88,42,1
24899.31075373292,81,51,0
24919.293978601694,83,35,3
24939.27720347047,72,56,0
24959.260428339243,99,54,1
24979.243653208017,84,50,2
24999.22687807679,73,60,0
25019.210102945566,101,62,1
25039.19332781434,84,65,2
25059.176552683115,85,72,0
25079.15977755189,93,62,2
25099.143002420664,78,63,0
25119.12622728944,71,70,0
25139.109452158213,64,72,1
25159.092677026987,76,86,0
25179.07590189576,69,78,2
25199.059126764536,81,81,0
25219.04235163331,56,81,1
25239.025576502085,57,92,0
25259.00880137086,74,86,0
25278.992026239634,67,84,0
25298.975251108408,68,84,0
25318.958475977182,55,83,1
25338.941700845957,75,84,0
25358.92492571473,63,65,1
25378.908150583506,60,56,3
25398.89137545228,65,71,1
25418.874600321054,59,67,0
25438.85782518983,75,52,1
25458.841050058603,72,55,0
25478.824274927378,61,49,1
25498.807499796152,74,45,3
25518.790724664927,62,41,1
25538.7739495337,70,46,0
25558.757174402475,63,55,0
25578.74039927125,72,55,0
25598.723624140024,74,49,0
25618.7068490088,63,45,2
25638.690073877573,63,46,3
25658.673298746347,64,36,1
25678.656523615122,80,60,2
25698.639748483896,60,46,0
25718.62297335267,61,35,0
25738.606198221445,54,57,1
25758.58942309022,61,42,0
25778.572647958994,69,42,0
25798.55587282777,58,47,0
25818.539097696543,61,36,0
25838.522322565317,64,40,3
25858.50554743409,69,51,0
25878.488772302866,61,46,0
25898.47199717164,80,48,1
25918.455222040415,71,44,0
25938.43844690919,85,56,1
25958.421671777964,91,36,0
25978.404896646738,72,55,1
25998.388121515512,71,47,0
26018.371346384287,79,49,0
26038.35457125306,82,61,1
26058.337796121836,89,50,0
26078.32102099061,71,52,0
26098.304245859385,79,55,0
26118.28747072816,74,54,0
26138.270695596933,74,50,1
26158.253920465708,55,61,0
26178.237145334482,60,55,0
26198.220370203257,61,50,0
26218.20359507203,53,33,1
26238.186819940805,60,35,0
26258.17004480958,50,47,0
26278.153269678354,49,50,0
26298.13649454713,58,44,0
26318.119719415903,47,42,0
26338.102944284678,56,42,0
26358.086169153452,52,54,2
26378.069394022226,49,57,0
26398.052618891,49,63,0
26418.035843759775,57,58,0
26438.01906862855,51,47,0
26458.002293497324,51,43,1
26477.9855183661,57,46,0
26497.968743234873,52,56,0
26517.951968103647,48,57,2
26537.93519297242,47,64,0
26557.918417841196,48,64,1
26577.90164270997,45,52,1
26597.884867578745,47,35,0
26617.86809244752,52,45,0
26637.851317316294,39,41,0
26657.834542185068,52,56,0
26677.817767053843,40,48,0
26697.800991922617,50,50,0
26717.78421679139,43,38,0
26737.767441660166,39,44,0
26757.75066652894,42,57,0
26777.733891397715,43,58,0
26797.71711626649,46,44,0
26817.700341135263,42,58,0
26837.683566004038,39,56,1
26857.666790872812,40,51,0
26877.650015741587,47,49,0
26897.63324061036,37,42,0
26917.616465479136,30,36,0
26937.59969034791,39,51,0
26957.582915216684,35,49,0
26977.56614008546,41,39,0
26997.549364954233,34,50,0
27017.532589823008,32,41,0
27037.515814691782,34,65,0
27057.499039560556,46,42,0
27077.48226442933,39,51,0
27097.465489298105,38,58,0
27117.44871416688,26,47,0
27137.431939035654,35,59,0
27157.41516390443,30,65,0
27177.398388773203,26,76,0
27197.381613641977,31,64,0
27217.36483851075,36,82,0
27237.348063379526,36,81,0
27257.3312882483,31,72,0
27277.314513117075,31,71,0
27297.29773798585,36,81,0
27317.280962854624,35,79,0
27337.2641877234,26,72,0
27357.247412592173,26,74,0
27377.230637460947,27,67,0
27397.21386232972,35,71,0
27417.197087198496,26,55,0
27437.18031206727,26,63,0
27457.163536936045,40,60,0
27477.14676180482,36,35,0
27497.129986673594,30,59,0
27517.113211542368,24,74,0
27537.096436411142,26,53,1
27557.079661279917,30,59,0
27577.06288614869,20,52,0
27597.046111017466,31,48,0
27617.02933588624,27,60,0
27637.012560755014,29,47,0
27656.99578562379,17,50,0
27676.979010492563,20,35,0
27696.962235361338,25,53,0
27716.945460230112,19,52,0
27736.928685098886,28,47,0
27756.91190996766,28,49,0
27776.895134836435,22,54,0
27796.87835970521,36,45,0
27816.861584573984,26,54,0
27836.84480944276,12,43,0
27856.828034311533,20,66,0
27876.811259180307,21,66,0
27896.79448404908,9,45,0
27916.777708917856,27,54,1
27936.76093378663,11,73,0
27956.744158655405,26,46,0
27976.72738352418,19,60,0
27996.710608392954,23,37,0
28016.69383326173,23,48,0
28036.677058130503,26,52,0
28056.660282999277,13,48,0
28076.64350786805,13,39,0
28096.626732736826,23,44,0
28116.6099576056,14,42,0
28136.593182474375,20,40,0
28156.57640734315,13,42,0
28176.559632211924,11,41,0
28196.542857080698,24,53,0
28216.526081949472,16,54,0
28236.509306818247,23,37,0
28256.49253168702,14,53,0
28276.475756555796,13,41,0
28296.45898142457,12,56,0
28316.442206293344,13,44,0
28336.42543116212,10,38,0
28356.408656030893,19,35,0
28376.391880899668,12,53,0
28396.375105768442,12,64,0
28416.358330637217,18,51,0
28436.34155550599,13,51,0
28456.324780374765,11,44,0
28476.30800524354,13,61,0
28496.291230112314,10,52,0
28516.27445498109,14,54,0
28536.257679849863,13,55,0
28556.240904718637,18,42,0
28576.224129587412,16,44,0
28596.207354456186,16,38,0
28616.19057932496,13,61,0
28636.173804193735,13,44,0
28656.15702906251,9,49,0
28676.140253931284,9,56,0
28696.12347880006,8,54,0
28716.106703668833,12,47,0
28736.089928537607,10,53,0
28756.07315340638,12,37,0
28776.056378275156,15,58,0
28796.03960314393,18,46,0
28816.022828012705,15,53,0
28836.00605288148,10,46,0
28855.989277750254,14,42,0
28875.972502619028,13,48,0
28895.955727487803,11,47,0
28915.938952356577,12,56,0
28935.92217722535,14,35,0
28955.905402094126,12,43,0
28975.8886269629,15,48,0
28995.871851831675,7,51,0
29015.85507670045,5,34,0
29035.838301569223,11,39,0
29055.821526437998,6,50,0
29075.804751306772,11,47,0
29095.787976175547,9,38,0
29115.77120104432,14,56,0
29135.754425913095,9,53,0
29155.73765078187,12,58,0
29175.720875650644,13,53,0
29195.70410051942,9,47,0
29215.687325388193,11,53,0
29235.670550256968,8,53,0
29255.653775125742,11,41,1
29275.636999994516,9,44,0
29295.62022486329,11,36,0
29315.603449732065,7,45,0
29335.58667460084,7,36,0
29355.569899469614,9,43,0
29375.55312433839,9,44,0
29395.536349207163,6,55,0
29415.519574075937,7,52,0
29435.50279894471,12,48,0
29455.486023813486,5,45,0
29475.46924868226,6,46,0
29495.452473551035,5,41,0
29515.43569841981,6,56,0
29535.418923288584,5,36,0
29555.402148157358,7,41,0
29575.385373026133,2,55,0
29595.368597894907,5,62,0
29615.35182276368,6,48,0
29635.335047632456,3,40,0
29655.31827250123,3,46,0
29675.301497370005,4,50,0
29695.28472223878,3,43,0
29715.267947107553,7,38,0
29735.251171976328,5,38,0
29755.234396845102,3,31,0
29775.217621713877,2,47,0
29795.20084658265,2,50,0
29815.184071451426,5,36,0
29835.1672963202,5,43,0
29855.150521188974,4,42,0
29875.13374605775,5,45,0
29895.116970926523,5,39,0
29915.100195795298,5,51,0
29935.083420664072,10,47,0
29955.066645532846,2,44,0
29975.04987040162,2,31,0
29995.033095270395,6,42,0
30015.01632013917,3,31,0
30034.999545007944,5,53,0
30054.98276987672,4,48,0
30074.965994745493,3,40,0
30094.949219614267,1,36,1
30114.93244448304,4,48,0
30134.915669351816,7,40,0
30154.89889422059,5,39,0
30174.882119089365,11,47,0
30194.86534395814,4,52,0
30214.848568826914,7,40,0
30234.83179369569,4,37,0
30254.815018564463,5,39,0
30274.798243433237,2,47,0
30294.78146830201,9,53,0
30314.764693170786,9,50,0
30334.74791803956,8,44,1
30354.731142908335,8,37,0
30374.71436777711,2,47,0
30394.697592645884,10,58,0
30414.680817514658,5,61,0
30434.664042383432,8,38,0
30454.647267252207,8,40,0
30474.63049212098,2,52,0
30494.613716989756,2,31,0
30514.59694185853,4,39,0
30534.580166727304,6,46,0
30554.56339159608,3,36,0
30574.546616464853,7,49,0
30594.529841333628,2,42,0
30614.513066202402,2,44,0
30634.496291071177,4,34,0
30654.47951593995,3,36,0
30674.462740808725,1,49,0
30694.4459656775,7,48,0
30714.429190546274,4,40,0
30734.41241541505,4,42,0
30754.395640283823,3,62,0
30774.378865152597,4,53,0
30794.362090021372,2,46,0
30814.345314890146,4,46,0
30834.32853975892,11,42,0
30854.311764627695,1,52,0
30874.29498949647,7,45,0
30894.278214365244,3,54,0
30914.26143923402,1,41,0
30934.244664102793,6,61,0
30954.227888971567,5,36,0
30974.21111384034,5,44,0
30994.194338709116,7,54,0
31014.17756357789,9,45,0
31034.160788446665,2,36,0
31054.14401331544,3,50,0
31074.127238184214,7,33,0
31094.110463052988,8,49,0
31114.093687921762,0,37,0
31134.076912790537,2,44,0
31154.06013765931,2,61,0
31174.043362528086,1,39,0
31194.02658739686,6,43,0
31214.009812265635,3,40,0
31233.99303713441,4,37,0
31253.976262003183,2,37,0
31273.959486871958,1,48,0
31293.942711740732,0,44,0
31313.925936609507,4,43,0
31333.90916147828,6,35,0
31353.892386347055,0,48,0
31373.87561121583,1,52,0
31393.858836084604,5,49,0
31413.84206095338,2,39,0
31433.825285822153,5,31,0
31453.808510690928,4,32,0
31473.791735559702,3,46,0
31493.774960428476,1,50,0
31513.75818529725,3,45,0
31533.741410166025,3,43,0
31553.7246350348,6,30,0
31573.707859903574,0,42,0
31593.69108477235,1,40,0
31613.674309641123,4,31,0
31633.657534509897,5,38,0
31653.64075937867,2,42,0
31673.623984247446,1,33,0
31693.60720911622,4,62,0
31713.590433984995,2,41,0
31733.57365885377,4,48,0
31753.556883722544,5,45,0
31773.540108591318,5,43,0
31793.523333460093,1,47,0
31813.506558328867,4,41,0
31833.48978319764,2,30,0
31853.473008066416,5,45,0
31873.45623293519,3,52,0
31893.439457803965,4,31,0
31913.42268267274,3,45,0
31933.405907541513,3,38,0
31953.389132410288,5,41,0
31973.372357279062,3,29,0
31993.355582147837,4,41,0
32013.33880701661,6,30,0
32033.322031885386,3,37,0
32053.30525675416,2,41,0
32073.288481622934,3,37,0
32093.27170649171,4,45,0
32113.254931360483,1,40,0
32133.238156229258,4,33,0
32153.221381098032,3,49,0
32173.204605966806,2,45,0
32193.18783083558,5,39,0
32213.171055704355,3,47,0
32233.15428057313,5,53,0
32253.137505441904,3,33,0
32273.12073031068,3,45,0
32293.103955179453,4,49,0
32313.087180048227,3,36,0
32333.070404917,2,61,0
32353.053629785776,3,35,0
32373.03685465455,4,44,0
32393.020079523325,5,45,0
32413.0033043921,4,51,0
32432.986529260874,3,37,0
32452.96975412965,2,48,0
32472.952978998423,3,39,0
32492.936203867197,1,44,0
32512.91942873597,2,41,0
32532.902653604746,1,46,0
32552.88587847352,1,48,0
32572.869103342295,2,37,0
32592.85232821107,2,33,0
32612.835553079844,4,43,0
32632.818777948618,2,35,0
32652.802002817392,4,41,0
32672.785227686167,2,42,0
32692.76845255494,2,44,0
32712.751677423716,3,41,0
32732.73490229249,1,39,0
32752.718127161264,4,53,0
32772.70135203004,0,41,0
32792.68457689881,3,38,0
32812.66780176759,4,48,0
32832.65102663636,0,42,0
32852.63425150514,5,50,0
32872.61747637391,3,46,0
32892.600701242685,2,43,0
32912.58392611146,2,34,0
32932.567150980234,1,37,0
32952.55037584901,1,28,0
32972.53360071778,5,42,0
32992.51682558656,1,53,0
33012.50005045533,2,40,0
33032.483275324106,3,57,0
33052.46650019288,1,44,0
33072.449725061655,3,50,0
33092.43294993043,3,45,0
33112.416174799204,2,45,0
33132.39939966798,3,42,0
33152.38262453675,2,40,0
33172.36584940553,1,39,0
33192.3490742743,3,34,0
33212.332299143076,0,33,0
33232.31552401185,2,49,0
33252.298748880625,0,54,0
33272.2819737494,2,46,0
33292.26519861817,1,47,0
33312.24842348695,1,45,0
33332.23164835572,2,47,0
33352.2148732245,1,29,0
33372.19809809327,0,36,0
33392.181322962046,3,42,0
33412.16454783082,2,38,0
33432.147772699594,2,39,0
33452.13099756837,1,51,0
33472.11422243714,4,49,0
33492.09744730592,4,35,0
33512.08067217469,0,34,0
33532.06389704347,4,57,0
33552.04712191224,1,39,0
33572.030346781015,7,42,0
33592.01357164979,2,51,0
33611.996796518564,1,31,0
33631.98002138734,2,31,0
33651.96324625611,1,48,0
33671.94647112489,1,36,0
33691.92969599366,2,46,0
33711.912920862436,1,41,0
33731.89614573121,3,41,0
33751.879370599985,2,41,0
33771.86259546876,3,47,0
33791.845820337534,3,36,0
33811.82904520631,1,32,0
33831.81227007508,1,50,0
33851.79549494386,1,38,0
33871.77871981263,2,57,0
33891.761944681406,2,55,0
33911.74516955018,0,44,0
33931.728394418955,2,51,0
33951.71161928773,1,42,0
33971.694844156504,2,42,0
33991.67806902528,1,51,0
34011.66129389405,0,43,0
34031.64451876283,1,44,0
34051.6277436316,1,53,0
34071.610968500376,2,40,0
34091.59419336915,1,33,0
34111.577418237925,2,44,0
34131.5606431067,2,41,0
34151.54386797547,0,50,0
34171.52709284425,1,46,0
34191.51031771302,2,53,0
34211.4935425818,2,45,0
34231.47676745057,1,30,0
34251.459992319345,2,49,0
34271.44321718812,2,44,0
34291.426442056894,1,48,0
34311.40966692567,4,38,0
34331.39289179444,2,54,0
34351.37611666322,2,43,0
34371.35934153199,1,63,0
34391.34256640077,1,52,0
34411.32579126954,2,41,0
34431.309016138315,1,38,0
34451.29224100709,0,45,0
34471.275465875864,1,39,0
34491.25869074464,1,46,0
34511.24191561341,1,43,0
34531.22514048219,3,33,0
34551.20836535096,3,34,0
34571.191590219736,2,40,0
34591.17481508851,2,40,0
34611.158039957285,2,41,0
34631.14126482606,3,39,0
34651.124489694834,2,39,0
34671.10771456361,3,47,0
34691.09093943238,5,45,0
34711.07416430116,6,38,0
34731.05738916993,5,35,0
34751.040614038706,3,56,0
34771.02383890748,5,40,0
34791.007063776255,7,54,0
34810.99028864503,10,44,0
34830.9735135138,7,49,0
34850.95673838258,10,42,0
34870.93996325135,12,46,0
34890.92318812013,18,40,0
34910.9064129889,12,50,0
34930.889637857676,11,40,0
34950.87286272645,7,47,0
34970.856087595224,20,60,0
34990.839312464,16,38,0
35010.82253733277,14,46,0
35030.80576220155,9,44,0
35050.78898707032,7,47,0
35070.7722119391,11,40,0
35090.75543680787,7,44,0
35110.738661676645,8,47,0
35130.72188654542,6,49,0
35150.705111414194,4,29,0
35170.68833628297,6,61,0
35190.67156115174,3,39,0
35210.65478602052,2,36,0
35230.63801088929,2,53,0
35250.621235758066,1,38,0
35270.60446062684,4,34,0
35290.587685495615,1,47,0
35310.57091036439,1,36,0
35330.554135233164,3,50,0
