Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),Li,Li Err,Be,Be Err,C,C Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Pb,Pb Err,Bi,Bi Err,U,U Err
0001,800N10436,2023/06/20,16:54:45,Alloys SMARTGrade 2,Auto,5.44s,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,193.0,501.0,138.0,227228.0,1025.0,13008.0,528.0,664424.0,2503.0,4911.0,451.0,55178.0,717.0,704.0,105.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,42.0,105.0,35.0,33448.0,224.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,231.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,91.0,354.0,113.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,140.0,112.0,0.0,1000000.0,0.0,1000000.0
0002,800N10436,2023/06/20,16:54:53,Alloys SMARTGrade 2,Auto,5.51s,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,205.0,0.0,141.0,228350.0,1028.0,12840.0,528.0,663663.0,2502.0,5080.0,453.0,56026.0,724.0,799.0,113.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,42.0,0.0,34.0,32901.0,222.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,233.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,88.0,0.0,97.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,342.0,114.0,0.0,1000000.0,0.0,1000000.0
