Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),Sanity Check,Info Fields (Combined),MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
0001,800C5780,2024/01/08,14:40:06,GeoExploration,Oxide3phase,73.53s,PASS,,8381.0,3797.0,50641.0,1711.0,990265.0,4711.0,97.0,65.0,683.0,55.0,0.0,49.0,4279.0,73.0,341.0,27.0,1445.0,20.0,18.0,25.0,47.0,21.0,0.0,3.0,34453.0,115.0,24.0,20.0,0.0,6.0,26.0,3.0,15.0,3.0,4.0,2.0,9.0,9.0,1.0,2.0,18.0,2.0,8.0,1.0,4.0,1.0,51.0,2.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,5.0,92.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,25.0,0.0,9.0,0.0,6.0,13.0,6.0,1.0,6.0,0.0,4.0,1.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0
