Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),No Results,No Results Err
0001,800C5780,2023/07/21,16:54:05,Spectrometer Mode,,4.74s,0,0
0002,800C5780,2023/07/21,16:54:15,Spectrometer Mode,,8.04s,0,0
