Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),No Results,No Results Err
0001,800C5780,2023/07/21,16:50:30,Spectrometer Mode,,4.08s,0,0
0002,800C5780,2023/07/21,16:50:36,Spectrometer Mode,,4.67s,0,0
0003,800C5780,2023/07/21,16:50:50,Spectrometer Mode,,11.37s,0,0
