Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
0001,800N8573,2023/05/25,12:09:34,GeoExploration,Oxide3phase,43.27s,0.0306,0.3502,16.7445,0.2743,39.8413,0.2826,0.005,0.0078,0.0,0.0066,0.0,0.0111,0.2959,0.0082,0.1156,0.0048,1.2834,0.0073,0.0117,0.008,0.0542,0.0055,0.0365,0.0032,15.8769,0.035,0.0,0.0053,0.0357,0.0018,0.0332,0.0013,0.0032,0.0005,0.0031,0.0005,0.0007,0.0006,0.0002,0.0002,0.0028,0.0003,0.003,0.0004,0.0018,0.0003,0.0184,0.0005,0.0013,0.0003,0.0,0.001,0.0,0.0009,0.0007,0.0006,0.0,0.002,0.0005,0.0019,0.0218,0.0059,0.0,0.0088,0.0321,0.0102,0.0001,0.0003,0.0001,0.004,0.0,0.0016,0.0,0.001,0.0001,0.0008,0.0,0.0008,0.0032,0.0009,0.0004,0.001,0.001,0.0006,0.0011,0.0005
0002,800N8573,2023/05/25,12:10:19,GeoExploration,Oxide3phase,43.4s,0.0384,0.3481,16.8203,0.2751,39.8431,0.2828,0.0042,0.008,0.0,0.0065,0.0,0.0111,0.3034,0.0082,0.1201,0.0048,1.2915,0.0073,0.0021,0.0079,0.0653,0.0058,0.0345,0.0032,15.8785,0.035,0.0,0.0053,0.0362,0.0018,0.032,0.0013,0.0028,0.0005,0.0015,0.0005,0.0005,0.0005,0.0002,0.0002,0.0031,0.0003,0.0035,0.0003,0.002,0.0003,0.0177,0.0005,0.0017,0.0003,0.0,0.001,0.0,0.0007,0.0,0.0005,0.0,0.0019,0.0023,0.0019,0.0263,0.0055,0.0076,0.0084,0.032,0.0098,0.0001,0.0003,0.0023,0.0041,0.0008,0.0017,0.0001,0.0008,0.0008,0.0009,0.0033,0.0009,0.0008,0.0009,0.0017,0.0006,0.0021,0.0005
0003,800N8573,2023/05/25,12:11:04,GeoExploration,Oxide3phase,43.55s,0.2926,0.345,17.0993,0.2763,39.8874,0.2831,0.0204,0.0076,0.0058,0.0065,0.0,0.0109,0.3157,0.0083,0.1211,0.0048,1.2771,0.0073,0.0126,0.0082,0.0664,0.0059,0.0238,0.0032,15.8857,0.035,0.0,0.0053,0.0369,0.0019,0.0304,0.0013,0.0025,0.0005,0.0018,0.0005,0.0,0.0005,0.0003,0.0002,0.0032,0.0003,0.0025,0.0003,0.0011,0.0003,0.017,0.0005,0.0018,0.0003,0.0011,0.001,0.0,0.0006,0.0,0.0007,0.0,0.0005,0.0,0.0019,0.0,0.0019,0.0236,0.0056,0.001,0.0087,0.028,0.0098,0.0001,0.0003,0.0018,0.0039,0.0,0.0017,0.0011,0.0011,0.0012,0.0005,0.001,0.0008,0.0021,0.0007,0.0034,0.0007,0.0004,0.0009,0.0027,0.0006,0.0006,0.0005
0004,800N8573,2023/05/25,12:11:50,GeoExploration,Oxide3phase,43.49s,0.0795,0.3226,17.2511,0.2772,39.7152,0.2827,0.0167,0.008,0.0,0.0065,0.0,0.011,0.2954,0.0082,0.12,0.0048,1.2753,0.0073,0.0172,0.0079,0.0749,0.0056,0.0368,0.0031,15.8178,0.0349,0.0,0.0053,0.0341,0.0017,0.0316,0.0013,0.0024,0.0005,0.0031,0.0005,0.0007,0.0005,0.0003,0.0002,0.0037,0.0004,0.0026,0.0003,0.0016,0.0003,0.0178,0.0005,0.0017,0.0003,0.0,0.001,0.0,0.0006,0.0,0.0007,0.0004,0.0005,0.0,0.0019,0.0009,0.0019,0.0338,0.0057,0.0097,0.0087,0.003,0.0099,0.0003,0.0003,0.0024,0.0038,0.0,0.0017,0.001,0.0011,0.0002,0.0008,0.0005,0.0008,0.0019,0.0008,0.0008,0.0009,0.0008,0.0006,0.0009,0.0005
