Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
0001,800N8573,2023/05/25,14:37:30,GeoExploration,Oxide3phase,43.63s,7113.0,3606.0,178416.0,2837.0,429262.0,2961.0,179.0,79.0,0.0,65.0,0.0,113.0,3105.0,86.0,1136.0,49.0,12846.0,74.0,210.0,80.0,581.0,55.0,301.0,29.0,158495.0,349.0,0.0,53.0,350.0,17.0,367.0,14.0,39.0,5.0,24.0,5.0,14.0,5.0,2.0,2.0,31.0,3.0,28.0,3.0,18.0,3.0,149.0,4.0,20.0,3.0,9.0,10.0,0.0,6.0,1.0,5.0,0.0,19.0,38.0,19.0,188.0,53.0,35.0,85.0,79.0,95.0,0.0,3.0,39.0,41.0,0.0,17.0,3.0,8.0,0.0,9.0,17.0,9.0,5.0,9.0,11.0,6.0,7.0,5.0
