Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),Li,Li Err,Be,Be Err,C,C Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Pb,Pb Err,Bi,Bi Err,U,U Err
0001,800N10436,2023/06/20,16:34:06,Alloys SMARTGrade 2,Auto,5.73s,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,202.0,197.0,769.0,135.0,229490.0,1030.0,13384.0,530.0,662231.0,2500.0,4082.0,445.0,55564.0,719.0,755.0,111.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,40.0,150.0,33.0,33138.0,222.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,233.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,103.0,0.0,110.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,1000000.0,236.0,108.0,0.0,1000000.0,0.0,1000000.0
