Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),No Results,No Results Err
0001,800C5780,2023/07/24,09:39:03,Spectrometer Mode,,3.08s,0,0
0002,800C5780,2023/07/24,09:39:12,Spectrometer Mode,,3.11s,0,0
