Assay #,Serial #,Date,Time,Application,Method,Duration (Actual),MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
0001,600N3323,2023/06/15,15:37:38,GeoExploration,Oxide3phase,72.2s,0.0,5962.0,9089.0,1545.0,7364.0,533.0,265.0,76.0,0.0,106.0,0.0,82.0,388.0,47.0,0.0,50.0,0.0,23.0,217.0,38.0,192550.0,555.0,8170.0,183.0,529322.0,732.0,210.0,61.0,60558.0,334.0,3040.0,53.0,296.0,15.0,0.0,15.0,12.0,13.0,0.0,1.0,11.0,5.0,2.0,4.0,0.0,2.0,0.0,3.0,36.0,7.0,11606.0,41.0,0.0,4.0,0.0,2.0,0.0,0.0,301.0,22.0,0.0,12.0,0.0,0.0,129.0,76.0,123.0,86.0,0.0,52.0,5.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,19.0,43.0,19.0,4.0,10.0,0.0,6.0,0.0,2.0
